Lat,Lon,Alt,Year,JulianDay_Sin,Temp,ENSO,NAO,O18,H2,O18 P,H2 P
47.54260867,7.58371693,304.73438,2005,-0.680773409477016,295.45166,-0.6,0.37,-6.33,-43.03745941,-6.48621,-42.10241
47.54260867,7.58371693,304.73438,2005,-0.9587178169872964,284.0055,0.6,0.63,-9.610421834,-68.63931346,-7.7724504,-52.949158
47.54260867,7.58371693,304.73438,2005,-0.9741004551724206,294.28342,2.0,-0.98,-6.38,-42.73606861,-8.10101,-55.681183
47.54260867,7.58371693,304.73438,2005,-0.7236440382959123,278.78088,-0.3,-0.31,-14.2,-103.3116898,-11.499906,-83.94351
47.54260867,7.58371693,304.73438,2005,-0.2884824328806098,278.93994,-0.0,-0.44,-10.79,-78.0619552,-11.209111,-81.52551
47.54260867,7.58371693,304.73438,2006,0.2386727660059501,278.52188,2.7,1.27,-10.39,-75.03694923,-11.382833,-82.97003
47.54260867,7.58371693,304.73438,2006,0.6994583270516471,275.58633,0.2,-0.51,-11.52,-90.29273588,-12.542233,-92.61063
47.54260867,7.58371693,304.73438,2006,0.9510565162951535,285.73444,2.9,-1.28,-11.23849183,-82.68571664,-8.691175,-61.052635
47.54260867,7.58371693,304.73438,2006,0.9760105506323683,281.24936,1.8,1.24,-10.61,-76.08191291,-8.095892,-56.24694
47.54260867,7.58371693,304.73438,2006,0.741222010848596,288.51483,-0.8,-1.14,-8.47,-60.27743553,-7.129677,-46.66571
47.54260867,7.58371693,304.73438,2006,0.29671281927349075,291.37796,-0.4,0.84,-4.08,-26.00399436,-6.093704,-38.936684
47.54260867,7.58371693,304.73438,2006,-0.2135209154397959,285.97202,-1.0,0.9,-3.64,-26.43863597,-5.691571,-35.64633
47.54260867,7.58371693,304.73438,2006,-0.680773409477016,292.36548,-1.7,-1.73,-8.43,-60.3623681,-8.683915,-61.023132
47.54260867,7.58371693,304.73438,2006,-0.9587178169872964,292.78403,-1.0,-1.62,-7.78,-53.80678357,-8.402574,-58.237396
47.54260867,7.58371693,304.73438,2006,-0.9741004551724206,285.12756,-2.1,-2.24,-6.51,-49.6066388,-8.497548,-58.978455
47.54260867,7.58371693,304.73438,2006,-0.7236440382959123,278.76965,0.1,0.44,-9.18,-67.40884533,-10.257421,-73.61206
47.54260867,7.58371693,304.73438,2006,-0.2884824328806098,273.5797,-0.5,1.34,-11.11,-83.72738599,-11.0051775,-79.82977
47.54260867,7.58371693,304.73438,2007,0.2386727660059501,273.4394,-1.3,0.22,-12.87,-93.4449454,-10.147901,-72.701385
47.54260867,7.58371693,304.73438,2007,0.6994583270516471,278.91876,-0.1,-0.47,-9.46,-71.36453487,-9.770246,-69.56113
47.54260867,7.58371693,304.73438,2007,0.9510565162951535,281.7634,0.3,1.44,-12.11,-89.32212676,-8.6030245,-60.436584
47.54260867,7.58371693,304.73438,2007,0.741222010848596,284.9263,-0.2,0.66,-7.87,-56.86635214,-7.5525637,-51.720367
47.54260867,7.58371693,304.73438,2007,0.29671281927349075,290.7206,0.9,-1.31,-6.28,-44.71481808,-7.109374,-47.90625
47.54260867,7.58371693,304.73438,2007,-0.2135209154397959,294.66248,-0.5,-0.58,-6.05,-43.8169477,-7.062459,-47.04547
47.54260867,7.58371693,304.73438,2007,-0.680773409477016,287.81866,0.7,-0.14,-6.87,-44.13363048,-6.5805764,-43.704605
47.54260867,7.58371693,304.73438,2007,-0.9587178169872964,290.62912,0.3,0.72,-6.87,-44.13363048,-7.4363375,-50.154327
47.54260867,7.58371693,304.73438,2007,-0.9741004551724206,282.2629,1.2,0.45,-8.99,-60.35032291,-8.191648,-56.434845
47.54260867,7.58371693,304.73438,2007,-0.7236440382959123,276.48398,1.4,0.58,-10.78,-79.00926983,-10.895658,-78.9191
47.54260867,7.58371693,304.73438,2007,-0.2884824328806098,270.57297,2.7,0.34,-8.37,-57.9994607,-10.653958,-76.90933
47.54260867,7.58371693,304.73438,2008,0.2386727660059501,274.82385,2.9,0.89,-10.4,-82.10126519,-10.899434,-78.9505
47.54260867,7.58371693,304.73438,2008,0.6994583270516471,274.47092,4.4,0.73,-8.5,-62.00643014,-9.128232,-64.22269
47.54260867,7.58371693,304.73438,2008,0.9562348265919056,277.44467,2.4,0.08,-7.88,-58.24612426,-9.947743,-71.03705
47.54260867,7.58371693,304.73438,2008,0.9721181966290613,279.4423,1.1,-1.07,-10.73,-81.57874164,-9.198594,-64.9445
47.54260867,7.58371693,304.73438,2008,0.7295575540864875,283.20355,-0.1,-1.73,-6.26,-47.19478668,-6.6547794,-44.272953
47.54260867,7.58371693,304.73438,2008,0.2802306751992159,285.68536,1.0,-1.39,-6.51,-47.19496585,-6.9356613,-46.83297
47.54260867,7.58371693,304.73438,2008,-0.23030567023061196,292.66156,0.5,-1.27,-4.36,-26.28930766,-6.3052607,-40.749252
47.54260867,7.58371693,304.73438,2008,-0.6932812268869771,291.2346,1.7,-1.16,-4.6,-29.45637813,-6.8582025,-46.233917
47.54260867,7.58371693,304.73438,2008,-0.9634705485641486,287.47824,2.0,1.02,-8.79,-61.24115279,-8.055692,-55.30435
47.54260867,7.58371693,304.73438,2008,-0.970063921851507,281.09518,2.1,-0.04,-12.8,-91.96888229,-8.788342,-61.396454
47.54260867,7.58371693,304.73438,2008,-0.7116566222817751,283.60846,2.2,-0.32,-12.09,-89.88374997,-9.736257,-69.2785
47.54260867,7.58371693,304.73438,2008,-0.27195815753410524,281.56534,2.4,-0.28,-17.57,-134.4502205,-9.193456,-64.60253
47.54260867,7.58371693,304.73438,2009,0.2386727660059501,273.00406,1.8,-0.01,-10.26,-78.8,-12.383618,-91.29172
47.54260867,7.58371693,304.73438,2009,0.6994583270516471,274.93643,3.1,0.06,-13.21,-99.3,-10.872998,-78.73068
47.54260867,7.58371693,304.73438,2009,0.9510565162951535,279.04745,0.7,0.57,-11.63,-84.9,-9.1941185,-64.805115
47.54260867,7.58371693,304.73438,2009,0.9760105506323683,282.61984,1.3,-0.2,-6.23,-47.0,-8.566518,-60.537598
47.54260867,7.58371693,304.73438,2009,0.741222010848596,285.68463,-0.2,1.68,-4.26,-27.1,-7.026582,-46.747147
47.54260867,7.58371693,304.73438,2009,0.29671281927349075,292.5345,0.2,-1.21,-5.9,-44.9,-6.048455,-38.613876
47.54260867,7.58371693,304.73438,2009,-0.2135209154397959,294.64438,0.4,-2.15,-4.42,-25.9,-6.4558992,-40.731857
47.54260867,7.58371693,304.73438,2009,-0.680773409477016,290.16885,-0.3,-0.19,-6.51,-44.1,-6.148534,-39.446045
47.54260867,7.58371693,304.73438,2009,-0.9587178169872964,293.65814,0.5,1.51,-5.48,-34.6,-7.5798464,-51.347626
47.54260867,7.58371693,304.73438,2009,-0.9741004551724206,280.7311,-2.0,-1.03,-7.89,-55.9,-8.886533,-62.21292
47.54260867,7.58371693,304.73438,2009,-0.7236440382959123,277.01514,-1.0,-0.02,-13.82,-102.4,-12.75372,-94.36917
47.54260867,7.58371693,304.73438,2009,-0.2884824328806098,276.80103,-1.2,-1.93,-12.32,-90.3,-13.31265,-99.016754
47.54260867,7.58371693,304.73438,2010,0.2386727660059501,269.0238,-1.8,-1.11,-15.69,-117.4,-14.249234,-106.804596
47.54260867,7.58371693,304.73438,2010,0.6994583270516471,279.15158,-2.4,-1.98,-12.81,-99.3,-14.327452,-104.299805
47.54260867,7.58371693,304.73438,2010,0.9510565162951535,271.09546,-1.1,-0.88,-12.5,-93.0,-12.225003,-89.97281
47.54260867,7.58371693,304.73438,2010,0.9760105506323683,281.8738,2.0,-0.72,-8.52,-58.8,-9.402622,-67.25315
47.54260867,7.58371693,304.73438,2010,0.741222010848596,286.53043,1.5,-1.49,-8.21,-58.2,-7.853486,-55.12216
47.54260867,7.58371693,304.73438,2010,0.29671281927349075,293.40024,0.6,-0.82,-8.71,-61.9,-7.133313,-48.329388
47.54260867,7.58371693,304.73438,2010,-0.2135209154397959,289.93668,3.0,-0.42,-5.8,-40.2,-5.527671,-33.557396
47.54260867,7.58371693,304.73438,2010,-0.680773409477016,286.29962,3.0,-1.22,-8.4,-60.2,-7.6629305,-52.038483
47.54260867,7.58371693,304.73438,2010,-0.9587178169872964,290.54236,3.7,-0.79,-7.12,-48.8,-8.682599,-60.51718
47.54260867,7.58371693,304.73438,2010,-0.9741004551724206,285.28217,2.9,-0.93,-10.1,-72.0,-9.203763,-64.85074
47.54260867,7.58371693,304.73438,2010,-0.7236440382959123,279.07886,2.1,-1.62,-15.21,-112.6,-13.962216,-104.418
47.54260867,7.58371693,304.73438,2010,-0.2884824328806098,276.81036,4.8,-1.85,-14.44,-105.9,-13.033185,-96.69296
47.54260867,7.58371693,304.73438,2011,0.2386727660059501,279.7453,3.8,-0.88,-10.25,-76.7,-9.377484,-66.29526
47.54260867,7.58371693,304.73438,2011,0.6994583270516471,277.4473,4.5,0.7,-12.45,-92.0,-9.362378,-66.16965
47.54260867,7.58371693,304.73438,2011,0.9510565162951535,276.94107,4.2,0.61,-9.17,-69.4,-8.508878,-59.072662
47.54260867,7.58371693,304.73438,2011,0.9760105506323683,282.91943,3.1,2.48,-5.43,-37.3,-6.566722,-44.6259
47.54260867,7.58371693,304.73438,2011,0.741222010848596,282.51248,0.6,-0.06,-5.61,-36.5,-7.606282,-51.567444
47.54260867,7.58371693,304.73438,2011,0.29671281927349075,290.45352,0.4,-1.28,-5.81,-38.2,-6.333585,-40.98477
47.54260867,7.58371693,304.73438,2011,-0.2135209154397959,285.43524,1.6,-1.51,-6.6,-42.1,-7.081846,-44.68189
47.54260867,7.58371693,304.73438,2011,-0.680773409477016,294.61743,0.7,-1.35,-5.64,-39.6,-6.06061,-37.961544
47.54260867,7.58371693,304.73438,2011,-0.9587178169872964,284.4807,1.7,0.54,-5.39,-34.7,-8.229413,-56.74887
47.54260867,7.58371693,304.73438,2011,-0.9741004551724206,279.6588,1.2,0.39,-9.76,-69.2,-8.5277605,-59.229675
47.54260867,7.58371693,304.73438,2011,-0.2884824328806098,274.69153,4.1,2.52,-9.34,-65.6,-12.738614,-94.24356
47.54260867,7.58371693,304.73438,2012,0.2386727660059501,278.16486,1.8,1.17,-10.04,-70.4,-9.230199,-65.07056
47.54260867,7.58371693,304.73438,2012,0.6994583270516471,275.4526,0.8,0.42,-15.68,-117.5,-11.031613,-80.04959
47.54260867,7.58371693,304.73438,2012,0.9562348265919056,278.16702,1.2,1.27,-9.38,-68.4,-8.102386,-56.06742
47.54260867,7.58371693,304.73438,2012,0.9721181966290613,283.52618,-0.4,0.47,-8.08,-56.7,-7.6608467,-53.144093
47.54260867,7.58371693,304.73438,2012,0.7295575540864875,288.38907,0.1,-0.91,-6.23,-44.0,-6.71395,-45.152832
47.54260867,7.58371693,304.73438,2012,0.2802306751992159,287.7204,-0.7,-2.53,-6.6,-46.2,-6.741452,-44.37625
47.54260867,7.58371693,304.73438,2012,-0.23030567023061196,295.00336,-0.1,-1.32,-5.32,-32.6,-6.580415,-41.29873
47.54260867,7.58371693,304.73438,2012,-0.6932812268869771,293.85825,-0.3,-0.98,-5.84,-37.5,-6.421408,-39.32125
47.54260867,7.58371693,304.73438,2012,-0.9634705485641486,290.492,0.4,-0.59,-5.62,-37.2,-8.327044,-57.62942
47.54260867,7.58371693,304.73438,2012,-0.970063921851507,282.7762,0.5,-2.06,-10.79,-77.4,-9.339719,-65.98123
47.54260867,7.58371693,304.73438,2012,-0.7116566222817751,278.44324,0.4,-0.58,-12.91,-96.4,-12.134366,-89.21915
47.54260867,7.58371693,304.73438,2013,0.2386727660059501,273.96695,-0.1,0.35,-13.28,-99.0,-10.959859,-79.45294
47.54260867,7.58371693,304.73438,2013,0.6994583270516471,273.27716,-0.4,-0.45,-13.94,-101.5,-13.342862,-99.267975
47.54260867,7.58371693,304.73438,2013,0.9510565162951535,280.58615,2.5,-1.61,-13.26,-97.4,-12.255216,-90.22403
47.54260867,7.58371693,304.73438,2013,0.9760105506323683,277.658,0.4,0.69,-8.88,-64.1,-9.600301,-68.14801
47.54260867,7.58371693,304.73438,2013,0.741222010848596,288.3504,1.3,0.57,-9.26,-67.8,-7.8429766,-53.912872
47.54260867,7.58371693,304.73438,2013,0.29671281927349075,288.8097,2.0,0.52,-7.45,-50.8,-7.434166,-50.97811
47.54260867,7.58371693,304.73438,2013,-0.2135209154397959,289.23734,1.3,0.67,-6.98,-49.4,-7.1643076,-48.529003
47.54260867,7.58371693,304.73438,2013,-0.680773409477016,289.8206,0.3,0.97,-5.54,-34.8,-6.8877125,-45.840477
47.54260867,7.58371693,304.73438,2013,-0.9587178169872964,291.52792,0.5,0.24,-6.81,-43.0,-7.528863,-50.92369
47.54260867,7.58371693,304.73438,2013,-0.9741004551724206,284.88974,-0.1,-1.28,-8.19,-59.0,-9.309506,-65.73001
47.54260867,7.58371693,304.73438,2013,-0.7236440382959123,277.7871,1.2,0.9,-13.15,-96.3,-10.733266,-77.56879
47.54260867,7.58371693,304.73438,2013,-0.2884824328806098,269.7188,0.1,0.95,-17.77,-137.7,-11.862454,-86.95816
47.54260867,7.58371693,304.73438,2014,0.2386727660059501,277.30194,2.4,0.29,-11.27,-85.7,-11.099591,-80.61484
47.54260867,7.58371693,304.73438,2014,0.6994583270516471,277.9644,0.1,1.34,-11.26,-82.7,-8.85632,-61.9617
47.54260867,7.58371693,304.73438,2014,0.9510565162951535,276.55295,-1.5,0.8,-9.36,-71.0,-9.5021105,-67.33154
47.54260867,7.58371693,304.73438,2014,0.9760105506323683,280.60248,1.3,0.31,-8.42,-65.1,-8.65171,-60.840317
47.54260867,7.58371693,304.73438,2014,0.741222010848596,289.46414,0.9,-0.92,-7.08,-49.1,-7.25502,-50.11605
47.54260867,7.58371693,304.73438,2014,0.29671281927349075,295.60117,0.3,-0.97,-4.38,-24.7,-5.861516,-37.05945
47.54260867,7.58371693,304.73438,2014,-0.2135209154397959,295.3235,-0.3,0.18,-7.23,-50.2,-6.6883006,-43.383034
47.54260867,7.58371693,304.73438,2014,-0.680773409477016,296.42154,-1.2,-1.68,-5.16,-37.1,-8.2563715,-47.798653
47.54260867,7.58371693,304.73438,2014,-0.9587178169872964,288.2997,-1.2,1.62,-7.54,-51.5,-7.068124,-47.092575
47.54260867,7.58371693,304.73438,2014,-0.9741004551724206,285.54843,-1.0,-1.27,-6.14,-39.7,-8.980947,-62.997986
47.54260867,7.58371693,304.73438,2014,-0.7236440382959123,280.39014,-1.5,0.68,-18.94,-143.9,-13.1464815,-97.63504
47.54260867,7.58371693,304.73438,2014,-0.2884824328806098,276.2039,-0.9,1.86,-12.78,-92.6,-11.235547,-81.74533
47.54260867,7.58371693,304.73438,2015,0.2386727660059501,276.15723,-1.4,1.79,-13.96,-103.8,-10.076146,-72.10474
47.54260867,7.58371693,304.73438,2015,0.6994583270516471,268.2487,0.4,1.32,-12.02,-92.5,-11.9455385,-87.64902
47.54260867,7.58371693,304.73438,2015,0.9510565162951535,281.7189,-1.2,1.45,-8.85,-68.0,-8.614512,-60.351974
47.54260867,7.58371693,304.73438,2015,0.9760105506323683,282.2176,-0.1,0.73,-10.12,-75.1,-8.474173,-59.30379
47.54260867,7.58371693,304.73438,2015,0.741222010848596,288.22043,-1.2,0.15,-9.68,-72.3,-6.9274163,-46.694683
47.54260867,7.58371693,304.73438,2015,0.29671281927349075,288.31238,-0.9,-0.07,-6.6,-44.3,-5.4206038,-33.393196
47.54260867,7.58371693,304.73438,2015,-0.2135209154397959,293.95563,-1.9,-3.18,-3.4,-26.4,-6.1849957,-35.248875
47.54260867,7.58371693,304.73438,2015,-0.680773409477016,294.4896,-2.4,-0.76,-4.55,-30.0,-7.8631334,-53.860077
47.54260867,7.58371693,304.73438,2015,-0.9587178169872964,287.99283,-2.7,-0.65,-8.48,-62.9,-8.261299,-57.249165
47.54260867,7.58371693,304.73438,2015,-0.9741004551724206,283.72903,-2.8,0.44,-10.96,-79.1,-8.51482,-59.308384
47.54260867,7.58371693,304.73438,2015,-0.7236440382959123,280.1683,-0.8,1.74,-12.41,-93.4,-11.073155,-80.39502
47.54260867,7.58371693,304.73438,2015,-0.2884824328806098,278.19882,-0.9,2.24,-7.68,-53.2,-9.740033,-69.309906
47.54260867,7.58371693,304.73438,2016,0.2386727660059501,275.55386,-3.6,0.12,-14.0,-105.2,-9.8797655,-70.4718
47.54260867,7.58371693,304.73438,2016,0.6994583270516471,268.42368,-3.2,1.58,-11.95,-87.3,-11.764264,-86.14169
47.54260867,7.58371693,304.73438,2016,0.9562348265919056,279.95047,-0.1,0.73,-12.39,-95.3,-9.199986,-64.819336
47.54260867,7.58371693,304.73438,2016,0.9721181966290613,281.7651,-2.0,0.38,-8.98,-61.1,-9.280875,-66.11806
47.54260867,7.58371693,304.73438,2016,0.7295575540864875,288.55487,0.7,-0.77,-8.58,-60.4,-7.1206417,-48.83234
47.54260867,7.58371693,304.73438,2016,0.2802306751992159,293.4224,1.1,-0.43,-8.78,-65.1,-7.050555,-48.153683
47.54260867,7.58371693,304.73438,2016,-0.23030567023061196,292.4771,0.7,-1.76,-4.3,-27.7,-6.2694244,-35.948273
47.54260867,7.58371693,304.73438,2016,-0.6932812268869771,290.64362,1.2,-1.65,-5.1,-30.8,-7.0894833,-42.999786
47.54260867,7.58371693,304.73438,2016,-0.9634705485641486,287.7862,2.0,0.61,-8.52,-58.2,-7.9575014,-54.487885
47.54260867,7.58371693,304.73438,2016,-0.970063921851507,280.75803,-0.4,0.41,-8.74,-59.1,-8.289838,-57.251312
47.54260867,7.58371693,304.73438,2016,-0.7116566222817751,276.4327,-0.2,-0.16,-10.19,-71.1,-12.028623,-88.339874
47.54260867,7.58371693,304.73438,2016,-0.27195815753410524,273.04892,0.5,0.48,-8.56,-60.4,-10.699277,-77.28616
47.54260867,7.58371693,304.73438,2018,0.2386727660059501,275.19965,1.8,1.44,-8.8,-62.8,-9.271741,-65.415985
47.54260867,7.58371693,304.73438,2018,-0.2884824328806098,271.19095,1.7,0.61,-9.0,-64.5,-10.9372,-79.26453
47.54260867,7.58371693,304.73438,2019,0.2386727660059501,276.47696,-0.1,0.59,-9.85,-68.46,-9.62296,-68.336426
47.54260867,7.58371693,304.73438,2019,0.6994583270516471,277.14084,-2.3,0.29,-15.46,-118.68,-10.321622,-74.145905
