Lat,Lon,Alt,Year,JulianDay_Sin,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,Temp,Precip,ENSO,NAO,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2017,0.6994583270516471,0,0,0,1,0,260.36813,0.0,-0.1,1.0,-25.9,-194.9,-17.709894,-128.50522
47.54260867,7.58371693,304.73438,2004,0.2386727660059501,0,0,1,0,0,274.69434,0.0,-2.2,-0.29,-11.9,-88.50962751,-11.824763,-83.077095
47.54260867,7.58371693,304.73438,2004,0.6994583270516471,0,0,1,0,0,276.20032,0.0,2.0,-0.14,-9.88,-66.74413536,-11.788396,-84.199425
47.54260867,7.58371693,304.73438,2004,0.9562348265919056,0,0,1,0,0,279.2048,0.0,0.7,1.02,-9.69,-71.5587575,-9.272737,-65.14899
47.54260867,7.58371693,304.73438,2004,0.9721181966290613,0,0,1,0,0,284.02167,0.0001690366,-1.5,1.15,-6.1,-40.66799847,-8.610627,-62.25342
47.54260867,7.58371693,304.73438,2004,0.7295575540864875,0,0,1,0,0,288.99155,3.2743297e-05,1.7,0.19,-7.01,-50.25006643,-9.057446,-65.24708
47.54260867,7.58371693,304.73438,2004,0.2802306751992159,0,0,1,0,0,283.889,0.00010311205,-1.4,-0.89,-7.21,-53.83051048,-5.9789305,-39.173225
47.54260867,7.58371693,304.73438,2004,-0.23030567023061196,0,0,1,0,0,294.9553,0.00014510812,-0.8,1.13,-5.49,-34.72560691,-5.0999317,-32.969444
47.54260867,7.58371693,304.73438,2004,-0.6932812268869771,0,0,1,0,0,292.1178,0.0,-0.5,-0.48,-4.8,-31.50057387,-5.816291,-38.97904
47.54260867,7.58371693,304.73438,2004,-0.9634705485641486,0,0,1,0,0,289.50723,0.0,-0.6,0.38,-4.92,-31.38678091,-6.5234375,-41.323116
47.54260867,7.58371693,304.73438,2004,-0.970063921851507,0,0,1,0,0,282.97815,7.0730985e-06,-0.1,-1.1,-10.75,-76.42100974,-9.822916,-66.077255
47.54260867,7.58371693,304.73438,2004,-0.7116566222817751,0,0,1,0,0,282.98523,0.0,-1.1,0.73,-10.49,-75.39648751,-10.084103,-69.461845
47.54260867,7.58371693,304.73438,2004,-0.27195815753410524,0,0,1,0,0,279.3189,3.385527e-05,-1.3,1.21,-13.22,-98.71358212,-10.810788,-76.07031
47.54260867,7.58371693,304.73438,2005,0.2386727660059501,0,0,1,0,0,279.46838,0.00014786229,0.6,1.52,-6.66,-42.77138547,-9.008409,-61.62404
47.54260867,7.58371693,304.73438,2005,0.6994583270516471,0,0,1,0,0,280.56467,3.187112e-05,-5.2,-0.06,-15.78,-115.1328526,-11.871215,-84.09397
47.54260867,7.58371693,304.73438,2005,0.9510565162951535,0,0,1,0,0,280.88824,3.2876374e-05,0.5,-1.83,-8.02,-59.70485452,-8.544547,-58.758205
47.54260867,7.58371693,304.73438,2005,0.9760105506323683,0,0,1,0,0,288.3,0.0,-1.0,-0.3,-8.51,-58.19910378,-8.774132,-63.659798
47.54260867,7.58371693,304.73438,2005,0.741222010848596,0,0,1,0,0,293.8865,0.0,-1.3,-1.25,-6.95,-48.05079866,-7.3609524,-51.59331
47.54260867,7.58371693,304.73438,2005,0.29671281927349075,0,0,1,0,0,293.25107,0.0,0.7,-0.05,-5.24,-32.64544918,-6.2494783,-43.335938
47.54260867,7.58371693,304.73438,2005,-0.2135209154397959,0,0,1,0,0,290.88892,0.0,0.3,-0.51,-5.67,-37.45673818,-5.514879,-38.27127
47.54260867,7.58371693,304.73438,2005,-0.680773409477016,0,0,1,0,0,295.45166,0.0,-0.6,0.37,-6.33,-43.03745941,-5.8490925,-39.470688
47.54260867,7.58371693,304.73438,2005,-0.9587178169872964,0,0,1,0,0,284.0055,8.993772e-05,0.6,0.63,-9.610421834,-68.63931346,-8.225875,-54.74781
47.54260867,7.58371693,304.73438,2005,-0.9741004551724206,0,0,1,0,0,294.28342,0.0,2.0,-0.98,-6.38,-42.73606861,-7.9996014,-53.929558
47.54260867,7.58371693,304.73438,2005,-0.7236440382959123,0,0,1,0,0,278.78088,4.1183062e-05,-0.3,-0.31,-14.2,-103.3116898,-11.61026,-81.59089
47.54260867,7.58371693,304.73438,2005,-0.2884824328806098,0,0,1,0,0,278.93994,8.7477296e-05,-0.0,-0.44,-10.79,-78.0619552,-11.4766865,-81.0342
47.54260867,7.58371693,304.73438,2006,0.2386727660059501,0,0,1,0,0,278.52188,7.0151014e-05,2.7,1.27,-10.39,-75.03694923,-11.189206,-79.67792
47.54260867,7.58371693,304.73438,2006,0.6994583270516471,0,0,1,0,0,275.58633,3.0768017e-05,0.2,-0.51,-11.52,-90.29273588,-12.028961,-85.99347
47.54260867,7.58371693,304.73438,2006,0.9510565162951535,0,0,1,0,0,285.73444,4.9994796e-05,2.9,-1.28,-11.23849183,-82.68571664,-10.820674,-79.49276
47.54260867,7.58371693,304.73438,2006,0.9760105506323683,0,0,1,0,0,281.24936,0.0,1.8,1.24,-10.61,-76.08191291,-8.481852,-58.69085
47.54260867,7.58371693,304.73438,2006,0.741222010848596,0,0,1,0,0,288.51483,0.00013877166,-0.8,-1.14,-8.47,-60.27743553,-7.1450357,-50.008835
47.54260867,7.58371693,304.73438,2006,0.29671281927349075,0,0,1,0,0,291.37796,7.102581e-05,-0.4,0.84,-4.08,-26.00399436,-5.2025657,-33.64999
47.54260867,7.58371693,304.73438,2006,-0.2135209154397959,0,0,1,0,0,285.97202,5.6691508e-05,-1.0,0.9,-3.64,-26.43863597,-4.486451,-28.079987
47.54260867,7.58371693,304.73438,2006,-0.680773409477016,0,0,1,0,0,292.36548,3.7045822e-05,-1.7,-1.73,-8.43,-60.3623681,-7.819688,-55.039993
47.54260867,7.58371693,304.73438,2006,-0.9587178169872964,0,0,1,0,0,292.78403,7.760747e-05,-1.0,-1.62,-7.78,-53.80678357,-8.234734,-55.969826
47.54260867,7.58371693,304.73438,2006,-0.9741004551724206,0,0,1,0,0,285.12756,0.00011052796,-2.1,-2.24,-6.51,-49.6066388,-7.986923,-52.10171
47.54260867,7.58371693,304.73438,2006,-0.7236440382959123,0,0,1,0,0,278.76965,0.0,0.1,0.44,-9.18,-67.40884533,-11.344034,-79.000725
47.54260867,7.58371693,304.73438,2006,-0.2884824328806098,0,0,1,0,0,273.5797,0.0,-0.5,1.34,-11.11,-83.72738599,-12.22419,-86.69881
47.54260867,7.58371693,304.73438,2007,0.2386727660059501,0,0,1,0,0,273.4394,0.0,-1.3,0.22,-12.87,-93.4449454,-12.378973,-88.23138
47.54260867,7.58371693,304.73438,2007,0.6994583270516471,0,0,1,0,0,278.91876,1.2150103e-05,-0.1,-0.47,-9.46,-71.36453487,-10.153779,-70.21858
47.54260867,7.58371693,304.73438,2007,0.9510565162951535,0,0,1,0,0,281.7634,2.0590902e-05,0.3,1.44,-12.11,-89.32212676,-8.880827,-62.828712
47.54260867,7.58371693,304.73438,2007,0.741222010848596,0,0,1,0,0,284.9263,3.0439389e-05,-0.2,0.66,-7.87,-56.86635214,-6.4675236,-44.028397
47.54260867,7.58371693,304.73438,2007,0.29671281927349075,0,0,1,0,0,290.7206,0.0,0.9,-1.31,-6.28,-44.71481808,-6.4144335,-46.266113
47.54260867,7.58371693,304.73438,2007,-0.2135209154397959,0,0,1,0,0,294.66248,0.0,-0.5,-0.58,-6.05,-43.8169477,-5.322134,-36.44363
47.54260867,7.58371693,304.73438,2007,-0.680773409477016,0,0,1,0,0,287.81866,0.0,0.7,-0.14,-6.87,-44.13363048,-5.872838,-39.953243
47.54260867,7.58371693,304.73438,2007,-0.9587178169872964,0,0,1,0,0,290.62912,0.0,0.3,0.72,-6.87,-44.13363048,-6.5259523,-41.35055
47.54260867,7.58371693,304.73438,2007,-0.9741004551724206,0,0,1,0,0,282.2629,0.0,1.2,0.45,-8.99,-60.35032291,-9.195166,-61.998047
47.54260867,7.58371693,304.73438,2007,-0.7236440382959123,0,0,1,0,0,276.48398,5.4964064e-05,1.4,0.58,-10.78,-79.00926983,-11.734309,-82.20058
47.54260867,7.58371693,304.73438,2007,-0.2884824328806098,0,0,1,0,0,270.57297,0.0,2.7,0.34,-8.37,-57.9994607,-12.848162,-91.502396
47.54260867,7.58371693,304.73438,2008,0.2386727660059501,0,0,1,0,0,274.82385,0.0,2.9,0.89,-10.4,-82.10126519,-12.430165,-90.09811
47.54260867,7.58371693,304.73438,2008,0.6994583270516471,0,0,1,0,0,274.47092,0.0,4.4,0.73,-8.5,-62.00643014,-10.692942,-74.61629
47.54260867,7.58371693,304.73438,2008,0.9562348265919056,0,0,1,0,0,277.44467,7.351558e-05,2.4,0.08,-7.88,-58.24612426,-10.358258,-72.78431
47.54260867,7.58371693,304.73438,2008,0.9721181966290613,0,0,1,0,0,279.4423,0.0,1.1,-1.07,-10.73,-81.57874164,-9.9901705,-70.408554
47.54260867,7.58371693,304.73438,2008,0.7295575540864875,0,0,1,0,0,283.20355,8.474604e-05,-0.1,-1.73,-6.26,-47.19478668,-7.0972347,-49.02114
47.54260867,7.58371693,304.73438,2008,0.2802306751992159,0,0,1,0,0,285.68536,0.0,1.0,-1.39,-6.51,-47.19496585,-6.253705,-43.02392
47.54260867,7.58371693,304.73438,2008,-0.23030567023061196,0,0,1,0,0,292.66156,3.541625e-05,0.5,-1.27,-4.36,-26.28930766,-5.622362,-38.656887
47.54260867,7.58371693,304.73438,2008,-0.6932812268869771,0,0,1,0,0,291.2346,7.561996e-05,1.7,-1.16,-4.6,-29.45637813,-5.5190086,-38.307884
47.54260867,7.58371693,304.73438,2008,-0.9634705485641486,0,0,1,0,0,287.47824,0.0,2.0,1.02,-8.79,-61.24115279,-8.415819,-56.519768
47.54260867,7.58371693,304.73438,2008,-0.970063921851507,0,0,1,0,0,281.09518,0.0,2.1,-0.04,-12.8,-91.96888229,-10.100857,-68.542206
47.54260867,7.58371693,304.73438,2008,-0.7116566222817751,0,0,1,0,0,283.60846,0.0001147301,2.2,-0.32,-12.09,-89.88374997,-10.204765,-71.66896
47.54260867,7.58371693,304.73438,2008,-0.27195815753410524,0,0,1,0,0,281.56534,2.1500717e-05,2.4,-0.28,-17.57,-134.4502205,-11.670273,-81.271355
47.54260867,7.58371693,304.73438,2009,0.2386727660059501,0,0,1,0,0,273.00406,0.0,1.8,-0.01,-10.26,-78.8,-12.3499155,-88.31773
47.54260867,7.58371693,304.73438,2009,0.6994583270516471,0,0,1,0,0,274.93643,6.977101e-05,3.1,0.06,-13.21,-99.3,-12.161388,-86.379395
47.54260867,7.58371693,304.73438,2009,0.9510565162951535,0,0,1,0,0,279.04745,0.0,0.7,0.57,-11.63,-84.9,-9.797381,-69.678246
47.54260867,7.58371693,304.73438,2009,0.9760105506323683,0,0,1,0,0,282.61984,0.0,1.3,-0.2,-6.23,-47.0,-9.941119,-71.38445
47.54260867,7.58371693,304.73438,2009,0.741222010848596,0,0,1,0,0,285.68463,2.9940291e-05,-0.2,1.68,-4.26,-27.1,-6.4720144,-43.0453
47.54260867,7.58371693,304.73438,2009,0.29671281927349075,0,0,1,0,0,292.5345,8.838454e-05,0.2,-1.21,-5.9,-44.9,-5.576371,-38.2936
47.54260867,7.58371693,304.73438,2009,-0.2135209154397959,0,0,1,0,0,294.64438,0.0,0.4,-2.15,-4.42,-25.9,-5.6548004,-38.00172
47.54260867,7.58371693,304.73438,2009,-0.680773409477016,0,0,1,0,0,290.16885,0.0001388321,-0.3,-0.19,-6.51,-44.1,-5.348919,-35.611034
47.54260867,7.58371693,304.73438,2009,-0.9587178169872964,0,0,1,0,0,293.65814,0.0,0.5,1.51,-5.48,-34.6,-6.082303,-37.324192
47.54260867,7.58371693,304.73438,2009,-0.9741004551724206,0,0,1,0,0,280.7311,7.531765e-05,-2.0,-1.03,-7.89,-55.9,-9.357941,-63.23821
47.54260867,7.58371693,304.73438,2009,-0.7236440382959123,0,0,1,0,0,277.01514,5.270402e-05,-1.0,-0.02,-13.82,-102.4,-11.732913,-82.58379
47.54260867,7.58371693,304.73438,2009,-0.2884824328806098,0,0,1,0,0,276.80103,0.00015930833,-1.2,-1.93,-12.32,-90.3,-13.319858,-92.81371
47.54260867,7.58371693,304.73438,2010,0.2386727660059501,0,0,1,0,0,269.0238,0.0,-1.8,-1.11,-15.69,-117.4,-13.556007,-96.68626
47.54260867,7.58371693,304.73438,2010,0.6994583270516471,0,0,1,0,0,279.15158,8.406297e-06,-2.4,-1.98,-12.81,-99.3,-13.602327,-99.50831
47.54260867,7.58371693,304.73438,2010,0.9510565162951535,0,0,1,0,0,271.09546,3.4507124e-05,-1.1,-0.88,-12.5,-93.0,-11.403764,-80.96638
47.54260867,7.58371693,304.73438,2010,0.9760105506323683,0,0,1,0,0,281.8738,0.0,2.0,-0.72,-8.52,-58.8,-11.015618,-79.1671
47.54260867,7.58371693,304.73438,2010,0.741222010848596,0,0,1,0,0,286.53043,7.359458e-05,1.5,-1.49,-8.21,-58.2,-8.708548,-62.22045
47.54260867,7.58371693,304.73438,2010,0.29671281927349075,0,0,1,0,0,293.40024,6.482423e-05,0.6,-0.82,-8.71,-61.9,-6.0003195,-41.713432
47.54260867,7.58371693,304.73438,2010,-0.2135209154397959,0,0,1,0,0,289.93668,2.9140785e-05,3.0,-0.42,-5.8,-40.2,-6.5112667,-47.19197
47.54260867,7.58371693,304.73438,2010,-0.680773409477016,0,0,1,0,0,286.29962,3.2071577e-05,3.0,-1.22,-8.4,-60.2,-6.806449,-45.57542
47.54260867,7.58371693,304.73438,2010,-0.9587178169872964,0,0,1,0,0,290.54236,0.0,3.7,-0.79,-7.12,-48.8,-7.388646,-50.807583
47.54260867,7.58371693,304.73438,2010,-0.9741004551724206,0,0,1,0,0,285.28217,0.0,2.9,-0.93,-10.1,-72.0,-9.901421,-68.49257
47.54260867,7.58371693,304.73438,2010,-0.7236440382959123,0,0,1,0,0,279.07886,0.0,2.1,-1.62,-15.21,-112.6,-14.261495,-102.34914
47.54260867,7.58371693,304.73438,2010,-0.2884824328806098,0,0,1,0,0,276.81036,0.00025984913,4.8,-1.85,-14.44,-105.9,-13.645344,-95.30053
47.54260867,7.58371693,304.73438,2011,0.2386727660059501,0,0,1,0,0,279.7453,2.486477e-05,3.8,-0.88,-10.25,-76.7,-10.144609,-68.38107
47.54260867,7.58371693,304.73438,2011,0.6994583270516471,0,0,1,0,0,277.4473,8.3853105e-05,4.5,0.7,-12.45,-92.0,-10.489057,-72.570305
47.54260867,7.58371693,304.73438,2011,0.9510565162951535,0,0,1,0,0,276.94107,0.0,4.2,0.61,-9.17,-69.4,-8.896756,-60.90352
47.54260867,7.58371693,304.73438,2011,0.9760105506323683,0,0,1,0,0,282.91943,4.2722277e-05,3.1,2.48,-5.43,-37.3,-7.1284895,-47.86838
47.54260867,7.58371693,304.73438,2011,0.741222010848596,0,0,1,0,0,282.51248,0.0,0.6,-0.06,-5.61,-36.5,-8.225371,-58.39699
47.54260867,7.58371693,304.73438,2011,0.29671281927349075,0,0,1,0,0,290.45352,0.0,0.4,-1.28,-5.81,-38.2,-5.7619457,-40.176357
47.54260867,7.58371693,304.73438,2011,-0.2135209154397959,0,0,1,0,0,285.43524,6.4256674e-05,1.6,-1.51,-6.6,-42.1,-6.016053,-39.98843
47.54260867,7.58371693,304.73438,2011,-0.680773409477016,0,0,1,0,0,294.61743,1.6929938e-05,0.7,-1.35,-5.64,-39.6,-5.7921944,-39.10761
47.54260867,7.58371693,304.73438,2011,-0.9587178169872964,0,0,1,0,0,284.4807,0.0,1.7,0.54,-5.39,-34.7,-8.943826,-60.00233
47.54260867,7.58371693,304.73438,2011,-0.9741004551724206,0,0,1,0,0,279.6588,7.503225e-05,1.2,0.39,-9.76,-69.2,-10.295943,-70.25427
47.54260867,7.58371693,304.73438,2011,-0.2884824328806098,0,0,1,0,0,274.69153,4.7757974e-05,4.1,2.52,-9.34,-65.6,-11.791689,-84.395615
47.54260867,7.58371693,304.73438,2012,0.2386727660059501,0,0,1,0,0,278.16486,1.5386211e-05,1.8,1.17,-10.04,-70.4,-11.103584,-78.870476
47.54260867,7.58371693,304.73438,2012,0.6994583270516471,0,0,1,0,0,275.4526,8.9626206e-05,0.8,0.42,-15.68,-117.5,-11.687138,-83.15572
47.54260867,7.58371693,304.73438,2012,0.9562348265919056,0,0,1,0,0,278.16702,8.00684e-05,1.2,1.27,-9.38,-68.4,-9.057237,-63.411095
47.54260867,7.58371693,304.73438,2012,0.9721181966290613,0,0,1,0,0,283.52618,0.0,-0.4,0.47,-8.08,-56.7,-8.90411,-65.101776
47.54260867,7.58371693,304.73438,2012,0.7295575540864875,0,0,1,0,0,288.38907,6.8484514e-05,0.1,-0.91,-6.23,-44.0,-7.1013947,-49.433502
47.54260867,7.58371693,304.73438,2012,0.2802306751992159,0,0,1,0,0,287.7204,0.0,-0.7,-2.53,-6.6,-46.2,-5.8306856,-39.436836
47.54260867,7.58371693,304.73438,2012,-0.23030567023061196,0,0,1,0,0,295.00336,0.0001529035,-0.1,-1.32,-5.32,-32.6,-5.5695505,-38.26021
47.54260867,7.58371693,304.73438,2012,-0.6932812268869771,0,0,1,0,0,293.85825,0.0,-0.3,-0.98,-5.84,-37.5,-5.635515,-37.901035
47.54260867,7.58371693,304.73438,2012,-0.9634705485641486,0,0,1,0,0,290.492,0.00016739006,0.4,-0.59,-5.62,-37.2,-7.165778,-46.902615
47.54260867,7.58371693,304.73438,2012,-0.970063921851507,0,0,1,0,0,282.7762,9.7890144e-05,0.5,-2.06,-10.79,-77.4,-11.03823,-74.73632
47.54260867,7.58371693,304.73438,2012,-0.7116566222817751,0,0,1,0,0,278.44324,1.5424253e-05,0.4,-0.58,-12.91,-96.4,-12.557134,-89.0814
47.54260867,7.58371693,304.73438,2013,0.2386727660059501,0,0,1,0,0,273.96695,0.0,-0.1,0.35,-13.28,-99.0,-12.279405,-87.60594
47.54260867,7.58371693,304.73438,2013,0.6994583270516471,0,0,1,0,0,273.27716,4.7669004e-05,-0.4,-0.45,-13.94,-101.5,-12.773812,-91.80874
47.54260867,7.58371693,304.73438,2013,0.9510565162951535,0,0,1,0,0,280.58615,0.000116469615,2.5,-1.61,-13.26,-97.4,-14.163935,-104.7056
47.54260867,7.58371693,304.73438,2013,0.9760105506323683,0,0,1,0,0,277.658,1.2173279e-05,0.4,0.69,-8.88,-64.1,-10.164927,-72.43062
47.54260867,7.58371693,304.73438,2013,0.741222010848596,0,0,1,0,0,288.3504,0.0,1.3,0.57,-9.26,-67.8,-9.486515,-67.43432
47.54260867,7.58371693,304.73438,2013,0.29671281927349075,0,0,1,0,0,288.8097,5.2768388e-05,2.0,0.52,-7.45,-50.8,-7.63778,-52.37376
47.54260867,7.58371693,304.73438,2013,-0.2135209154397959,0,0,1,0,0,289.23734,0.0,1.3,0.67,-6.98,-49.4,-6.0108175,-41.450146
47.54260867,7.58371693,304.73438,2013,-0.680773409477016,0,0,1,0,0,289.8206,0.0,0.3,0.97,-5.54,-34.8,-5.476658,-37.102383
47.54260867,7.58371693,304.73438,2013,-0.9587178169872964,0,0,1,0,0,291.52792,0.0,0.5,0.24,-6.81,-43.0,-6.5111046,-41.877586
47.54260867,7.58371693,304.73438,2013,-0.9741004551724206,0,0,1,0,0,284.88974,0.0,-0.1,-1.28,-8.19,-59.0,-9.70075,-65.06093
