Lat,Lon,Alt,Year,JulianDay_Sin,Precip,ENSO,NAO,O18,H2,O18 P,H2 P
47.54260867,7.58371693,304.73438,2009,-0.2884824328806098,0.00015930833,-1.2,-1.93,-12.32,-90.3,-11.677756,-88.55247
47.54260867,7.58371693,304.73438,2010,0.2386727660059501,0.0,-1.8,-1.11,-15.69,-117.4,-13.211062,-101.73073
47.54260867,7.58371693,304.73438,2010,0.6994583270516471,8.406297e-06,-2.4,-1.98,-12.81,-99.3,-13.2662,-102.20909
47.54260867,7.58371693,304.73438,2010,0.9510565162951535,3.4507124e-05,-1.1,-0.88,-12.5,-93.0,-10.15343,-75.20332
47.54260867,7.58371693,304.73438,2010,0.9760105506323683,0.0,2.0,-0.72,-8.52,-58.8,-9.005565,-65.244675
47.54260867,7.58371693,304.73438,2010,0.741222010848596,7.359458e-05,1.5,-1.49,-8.21,-58.2,-6.9604597,-47.501755
47.54260867,7.58371693,304.73438,2010,0.29671281927349075,6.482423e-05,0.6,-0.82,-8.71,-61.9,-6.788927,-48.79619
47.54260867,7.58371693,304.73438,2010,-0.2135209154397959,2.9140785e-05,3.0,-0.42,-5.8,-40.2,-5.337659,-33.42266
47.54260867,7.58371693,304.73438,2010,-0.680773409477016,3.2071577e-05,3.0,-1.22,-8.4,-60.2,-7.6316905,-53.331375
47.54260867,7.58371693,304.73438,2010,-0.9587178169872964,0.0,3.7,-0.79,-7.12,-48.8,-9.241153,-67.28859
47.54260867,7.58371693,304.73438,2010,-0.9741004551724206,0.0,2.9,-0.93,-10.1,-72.0,-9.13589,-66.37535
47.54260867,7.58371693,304.73438,2010,-0.7236440382959123,0.0,2.1,-1.62,-15.21,-112.6,-12.043147,-91.59813
47.54260867,7.58371693,304.73438,2010,-0.2884824328806098,0.00025984913,4.8,-1.85,-14.44,-105.9,-12.795151,-101.01883
47.54260867,7.58371693,304.73438,2011,0.2386727660059501,2.486477e-05,3.8,-0.88,-10.25,-76.7,-9.311328,-67.897415
47.54260867,7.58371693,304.73438,2011,0.6994583270516471,8.3853105e-05,4.5,0.7,-12.45,-92.0,-8.595061,-62.252075
47.54260867,7.58371693,304.73438,2011,0.9510565162951535,0.0,4.2,0.61,-9.17,-69.4,-6.7424154,-45.610046
47.54260867,7.58371693,304.73438,2011,0.9760105506323683,4.2722277e-05,3.1,2.48,-5.43,-37.3,-6.504321,-43.544388
47.54260867,7.58371693,304.73438,2011,0.741222010848596,0.0,0.6,-0.06,-5.61,-36.5,-6.4373903,-48.12152
47.54260867,7.58371693,304.73438,2011,0.29671281927349075,0.0,0.4,-1.28,-5.81,-38.2,-5.6043844,-38.384476
47.54260867,7.58371693,304.73438,2011,-0.2135209154397959,6.4256674e-05,1.6,-1.51,-6.6,-42.1,-6.956772,-48.907936
47.54260867,7.58371693,304.73438,2011,-0.680773409477016,1.6929938e-05,0.7,-1.35,-5.64,-39.6,-5.2844334,-33.699303
47.54260867,7.58371693,304.73438,2011,-0.9587178169872964,0.0,1.7,0.54,-5.39,-34.7,-7.3188543,-50.611115
47.54260867,7.58371693,304.73438,2011,-0.9741004551724206,7.503225e-05,1.2,0.39,-9.76,-69.2,-7.1759977,-49.37172
47.54260867,7.58371693,304.73438,2011,-0.2884824328806098,4.7757974e-05,4.1,2.52,-9.34,-65.6,-10.178493,-75.42076
47.54260867,7.58371693,304.73438,2012,0.2386727660059501,1.5386211e-05,1.8,1.17,-10.04,-70.4,-8.902808,-64.35318
47.54260867,7.58371693,304.73438,2012,0.6994583270516471,8.9626206e-05,0.8,0.42,-15.68,-117.5,-10.003055,-73.8987
47.54260867,7.58371693,304.73438,2012,0.9562348265919056,8.00684e-05,1.2,1.27,-9.38,-68.4,-8.6778555,-62.52575
47.54260867,7.58371693,304.73438,2012,0.9721181966290613,0.0,-0.4,0.47,-8.08,-56.7,-9.11584,-66.2014
47.54260867,7.58371693,304.73438,2012,0.7295575540864875,6.8484514e-05,0.1,-0.91,-6.23,-44.0,-8.155944,-57.873535
47.54260867,7.58371693,304.73438,2012,0.2802306751992159,0.0,-0.7,-2.53,-6.6,-46.2,-6.090331,-40.290237
47.54260867,7.58371693,304.73438,2012,-0.23030567023061196,0.0001529035,-0.1,-1.32,-5.32,-32.6,-5.0782785,-33.92844
47.54260867,7.58371693,304.73438,2012,-0.6932812268869771,0.0,-0.3,-0.98,-5.84,-37.5,-5.2950525,-33.053017
47.54260867,7.58371693,304.73438,2012,-0.9634705485641486,0.00016739006,0.4,-0.59,-5.62,-37.2,-8.065719,-57.09076
47.54260867,7.58371693,304.73438,2012,-0.970063921851507,9.7890144e-05,0.5,-2.06,-10.79,-77.4,-9.059413,-66.53023
47.54260867,7.58371693,304.73438,2012,-0.7116566222817751,1.5424253e-05,0.4,-0.58,-12.91,-96.4,-10.870219,-81.42204
47.54260867,7.58371693,304.73438,2013,0.2386727660059501,0.0,-0.1,0.35,-13.28,-99.0,-11.367295,-80.14357
47.54260867,7.58371693,304.73438,2013,0.6994583270516471,4.7669004e-05,-0.4,-0.45,-13.94,-101.5,-12.003047,-91.25023
47.54260867,7.58371693,304.73438,2013,0.9510565162951535,0.000116469615,2.5,-1.61,-13.26,-97.4,-12.704799,-97.338486
47.54260867,7.58371693,304.73438,2013,0.9760105506323683,1.2173279e-05,0.4,0.69,-8.88,-64.1,-9.471728,-69.28902
47.54260867,7.58371693,304.73438,2013,0.741222010848596,0.0,1.3,0.57,-9.26,-67.8,-9.181003,-66.76674
47.54260867,7.58371693,304.73438,2013,0.29671281927349075,5.2768388e-05,2.0,0.52,-7.45,-50.8,-9.777492,-71.94176
47.54260867,7.58371693,304.73438,2013,-0.2135209154397959,0.0,1.3,0.67,-6.98,-49.4,-6.5744963,-44.153214
47.54260867,7.58371693,304.73438,2013,-0.680773409477016,0.0,0.3,0.97,-5.54,-34.8,-5.1985617,-32.21588
47.54260867,7.58371693,304.73438,2013,-0.9587178169872964,0.0,0.5,0.24,-6.81,-43.0,-7.0256224,-48.067093
47.54260867,7.58371693,304.73438,2013,-0.9741004551724206,0.0,-0.1,-1.28,-8.19,-59.0,-9.015989,-65.99311
47.54260867,7.58371693,304.73438,2013,-0.7236440382959123,0.0,1.2,0.9,-13.15,-96.3,-9.406829,-67.97616
47.54260867,7.58371693,304.73438,2013,-0.2884824328806098,0.0,0.1,0.95,-17.77,-137.7,-13.657718,-96.51898
47.54260867,7.58371693,304.73438,2014,0.2386727660059501,5.7136954e-06,2.4,0.29,-11.27,-85.7,-10.023105,-74.07265
47.54260867,7.58371693,304.73438,2014,0.6994583270516471,0.0,0.1,1.34,-11.26,-82.7,-11.516833,-87.03194
47.54260867,7.58371693,304.73438,2014,0.9510565162951535,0.0,-1.5,0.8,-9.36,-71.0,-9.652179,-70.85457
47.54260867,7.58371693,304.73438,2014,0.9760105506323683,2.2642824e-05,1.3,0.31,-8.42,-65.1,-8.897796,-64.30969
47.54260867,7.58371693,304.73438,2014,0.741222010848596,0.0,0.9,-0.92,-7.08,-49.1,-6.456702,-43.131256
47.54260867,7.58371693,304.73438,2014,0.29671281927349075,3.1543033e-05,0.3,-0.97,-4.38,-24.7,-5.099083,-33.702076
47.54260867,7.58371693,304.73438,2014,-0.2135209154397959,0.0,-0.3,0.18,-7.23,-50.2,-6.2261267,-41.13083
47.54260867,7.58371693,304.73438,2014,-0.680773409477016,0.0,-1.2,-1.68,-5.16,-37.1,-6.268917,-42.262806
47.54260867,7.58371693,304.73438,2014,-0.9587178169872964,3.4225584e-05,-1.2,1.62,-7.54,-51.5,-6.035651,-39.478302
47.54260867,7.58371693,304.73438,2014,-0.9741004551724206,0.0,-1.0,-1.27,-6.14,-39.7,-8.010154,-56.635727
47.54260867,7.58371693,304.73438,2014,-0.7236440382959123,0.0,-1.5,0.68,-18.94,-143.9,-11.932872,-90.6414
47.54260867,7.58371693,304.73438,2014,-0.2884824328806098,4.193858e-05,-0.9,1.86,-12.78,-92.6,-10.719844,-80.11742
47.54260867,7.58371693,304.73438,2015,0.2386727660059501,3.1357853e-05,-1.4,1.79,-13.96,-103.8,-11.105807,-83.46596
47.54260867,7.58371693,304.73438,2015,0.6994583270516471,0.0,0.4,1.32,-12.02,-92.5,-11.135882,-83.72688
47.54260867,7.58371693,304.73438,2015,0.9510565162951535,0.0,-1.2,1.45,-8.85,-68.0,-9.712329,-71.37642
47.54260867,7.58371693,304.73438,2015,0.9760105506323683,2.31419e-05,-0.1,0.73,-10.12,-75.1,-9.23614,-67.2451
47.54260867,7.58371693,304.73438,2015,0.741222010848596,0.0,-1.2,0.15,-9.68,-72.3,-8.306319,-59.17816
47.54260867,7.58371693,304.73438,2015,0.29671281927349075,5.1457242e-05,-0.9,-0.07,-6.6,-44.3,-5.9681554,-39.12687
47.54260867,7.58371693,304.73438,2015,-0.2135209154397959,0.00013695988,-1.9,-3.18,-3.4,-26.4,-4.924753,-29.840376
47.54260867,7.58371693,304.73438,2015,-0.680773409477016,0.0,-2.4,-0.76,-4.55,-30.0,-6.680294,-45.369583
47.54260867,7.58371693,304.73438,2015,-0.9587178169872964,0.0,-2.7,-0.65,-8.48,-62.9,-7.7868595,-55.917267
47.54260867,7.58371693,304.73438,2015,-0.9741004551724206,1.8849525e-05,-2.8,0.44,-10.96,-79.1,-7.798744,-55.13806
47.54260867,7.58371693,304.73438,2015,-0.7236440382959123,1.168675e-05,-0.8,1.74,-12.41,-93.4,-8.068225,-57.112503
47.54260867,7.58371693,304.73438,2015,-0.2884824328806098,8.5925654e-05,-0.9,2.24,-7.68,-53.2,-9.607066,-70.46318
47.54260867,7.58371693,304.73438,2016,0.2386727660059501,7.179331e-05,-3.6,0.12,-14.0,-105.2,-10.925357,-81.900406
47.54260867,7.58371693,304.73438,2016,0.6994583270516471,0.0,-3.2,1.58,-11.95,-87.3,-9.827617,-72.37663
47.54260867,7.58371693,304.73438,2016,0.9562348265919056,0.0,-0.1,0.73,-12.39,-95.3,-9.1308775,-66.33186
47.54260867,7.58371693,304.73438,2016,0.9721181966290613,0.0,-2.0,0.38,-8.98,-61.1,-8.952933,-64.788055
47.54260867,7.58371693,304.73438,2016,0.7295575540864875,0.00012203007,0.7,-0.77,-8.58,-60.4,-7.3389044,-50.785065
47.54260867,7.58371693,304.73438,2016,0.2802306751992159,8.819352e-05,1.1,-0.43,-8.78,-65.1,-6.5845213,-44.24019
47.54260867,7.58371693,304.73438,2016,-0.23030567023061196,0.0,0.7,-1.76,-4.3,-27.7,-4.9764004,-33.558697
47.54260867,7.58371693,304.73438,2016,-0.6932812268869771,0.0,1.2,-1.65,-5.1,-30.8,-5.2768784,-33.92073
47.54260867,7.58371693,304.73438,2016,-0.9634705485641486,0.0,2.0,0.61,-8.52,-58.2,-6.7800093,-45.936203
47.54260867,7.58371693,304.73438,2016,-0.970063921851507,0.0,-0.4,0.41,-8.74,-59.1,-7.451686,-51.763535
47.54260867,7.58371693,304.73438,2016,-0.7116566222817751,4.3112173e-05,-0.2,-0.16,-10.19,-71.1,-10.31383,-76.594925
47.54260867,7.58371693,304.73438,2016,-0.27195815753410524,2.7328366e-05,0.5,0.48,-8.56,-60.4,-11.260266,-78.36142
47.54260867,7.58371693,304.73438,2018,0.2386727660059501,0.0,1.8,1.44,-8.8,-62.8,-9.902804,-73.028946
