Lat,Lon,Alt,Year,JulianDay_Sin,Temp,ENSO,NAO,O18,H2,O18 P,H2 P
47.54260867,7.58371693,304.73438,2004,0.9721181966290613,284.02167,-1.5,1.15,-6.1,-40.66799847,-10.057163,-61.827553
47.54260867,7.58371693,304.73438,2004,0.7295575540864875,288.99155,1.7,0.19,-7.01,-50.25006643,-8.880768,-53.577507
47.54260867,7.58371693,304.73438,2004,0.2802306751992159,283.889,-1.4,-0.89,-7.21,-53.83051048,-7.774868,-45.821846
47.54260867,7.58371693,304.73438,2004,-0.23030567023061196,294.9553,-0.8,1.13,-5.49,-34.72560691,-7.1227837,-41.248787
47.54260867,7.58371693,304.73438,2004,-0.6932812268869771,292.1178,-0.5,-0.48,-4.8,-31.50057387,-6.902485,-39.703835
47.54260867,7.58371693,304.73438,2004,-0.9634705485641486,289.50723,-0.6,0.38,-4.92,-31.38678091,-8.951263,-54.07189
47.54260867,7.58371693,304.73438,2004,-0.970063921851507,282.97815,-0.1,-1.1,-10.75,-76.42100974,-10.26865,-63.310707
47.54260867,7.58371693,304.73438,2004,-0.7116566222817751,282.98523,-1.1,0.73,-10.49,-75.39648751,-12.383518,-78.14225
47.54260867,7.58371693,304.73438,2004,-0.27195815753410524,279.3189,-1.3,1.21,-13.22,-98.71358212,-13.617191,-86.79398
47.54260867,7.58371693,304.73438,2005,0.2386727660059501,279.46838,0.6,1.52,-6.66,-42.77138547,-9.665031,-59.077538
47.54260867,7.58371693,304.73438,2005,0.6994583270516471,280.56467,-5.2,-0.06,-15.78,-115.1328526,-10.740089,-66.616905
47.54260867,7.58371693,304.73438,2005,0.9510565162951535,280.88824,0.5,-1.83,-8.02,-59.70485452,-10.537415,-65.19555
47.54260867,7.58371693,304.73438,2005,0.9760105506323683,288.3,-1.0,-0.3,-8.51,-58.19910378,-9.453545,-57.594383
47.54260867,7.58371693,304.73438,2005,0.741222010848596,293.8865,-1.3,-1.25,-6.95,-48.05079866,-8.673687,-52.12525
47.54260867,7.58371693,304.73438,2005,0.29671281927349075,293.25107,0.7,-0.05,-5.24,-32.64544918,-7.2990227,-42.48475
47.54260867,7.58371693,304.73438,2005,-0.2135209154397959,290.88892,0.3,-0.51,-5.67,-37.45673818,-6.871643,-39.48754
47.54260867,7.58371693,304.73438,2005,-0.680773409477016,295.45166,-0.6,0.37,-6.33,-43.03745941,-7.0611,-40.8162
47.54260867,7.58371693,304.73438,2005,-0.9587178169872964,284.0055,0.6,0.63,-9.610421834,-68.63931346,-9.286118,-56.42022
47.54260867,7.58371693,304.73438,2005,-0.9741004551724206,294.28342,2.0,-0.98,-6.38,-42.73606861,-8.783836,-52.897728
47.54260867,7.58371693,304.73438,2005,-0.7236440382959123,278.78088,-0.3,-0.31,-14.2,-103.3116898,-13.238277,-84.136665
47.54260867,7.58371693,304.73438,2005,-0.2884824328806098,278.93994,-0.0,-0.44,-10.79,-78.0619552,-13.2294655,-84.07487
47.54260867,7.58371693,304.73438,2006,0.2386727660059501,278.52188,2.7,1.27,-10.39,-75.03694923,-11.449451,-71.59165
47.54260867,7.58371693,304.73438,2006,0.6994583270516471,275.58633,0.2,-0.51,-11.52,-90.29273588,-12.418766,-78.38944
47.54260867,7.58371693,304.73438,2006,0.9510565162951535,285.73444,2.9,-1.28,-11.23849183,-82.68571664,-11.343708,-70.850075
47.54260867,7.58371693,304.73438,2006,0.9760105506323683,281.24936,1.8,1.24,-10.61,-76.08191291,-9.955826,-61.116875
47.54260867,7.58371693,304.73438,2006,0.741222010848596,288.51483,-0.8,-1.14,-8.47,-60.27743553,-8.713341,-52.403343
47.54260867,7.58371693,304.73438,2006,0.29671281927349075,291.37796,-0.4,0.84,-4.08,-26.00399436,-7.202091,-41.80497
47.54260867,7.58371693,304.73438,2006,-0.2135209154397959,285.97202,-1.0,0.9,-3.64,-26.43863597,-6.880455,-39.54934
47.54260867,7.58371693,304.73438,2006,-0.680773409477016,292.36548,-1.7,-1.73,-8.43,-60.3623681,-9.083443,-54.998863
47.54260867,7.58371693,304.73438,2006,-0.9587178169872964,292.78403,-1.0,-1.62,-7.78,-53.80678357,-9.175968,-55.647743
47.54260867,7.58371693,304.73438,2006,-0.9741004551724206,285.12756,-2.1,-2.24,-6.51,-49.6066388,-8.893986,-53.670204
47.54260867,7.58371693,304.73438,2006,-0.7236440382959123,278.76965,0.1,0.44,-9.18,-67.40884533,-12.806492,-81.10856
47.54260867,7.58371693,304.73438,2006,-0.2884824328806098,273.5797,-0.5,1.34,-11.11,-83.72738599,-14.137096,-90.44007
47.54260867,7.58371693,304.73438,2007,0.2386727660059501,273.4394,-1.3,0.22,-12.87,-93.4449454,-14.912548,-95.8783
47.54260867,7.58371693,304.73438,2007,0.6994583270516471,278.91876,-0.1,-0.47,-9.46,-71.36453487,-10.484543,-64.82476
47.54260867,7.58371693,304.73438,2007,0.9510565162951535,281.7634,0.3,1.44,-12.11,-89.32212676,-9.911766,-60.807884
47.54260867,7.58371693,304.73438,2007,0.741222010848596,284.9263,-0.2,0.66,-7.87,-56.86635214,-8.589973,-51.53817
47.54260867,7.58371693,304.73438,2007,0.29671281927349075,290.7206,0.9,-1.31,-6.28,-44.71481808,-7.3298645,-42.701042
47.54260867,7.58371693,304.73438,2007,-0.2135209154397959,294.66248,-0.5,-0.58,-6.05,-43.8169477,-6.871643,-39.48754
47.54260867,7.58371693,304.73438,2007,-0.680773409477016,287.81866,0.7,-0.14,-6.87,-44.13363048,-7.2902107,-42.42295
47.54260867,7.58371693,304.73438,2007,-0.9587178169872964,290.62912,0.3,0.72,-6.87,-44.13363048,-8.678093,-52.15615
47.54260867,7.58371693,304.73438,2007,-0.9741004551724206,282.2629,1.2,0.45,-8.99,-60.35032291,-9.647408,-58.95394
47.54260867,7.58371693,304.73438,2007,-0.7236440382959123,276.48398,1.4,0.58,-10.78,-79.00926983,-11.405392,-71.28266
47.54260867,7.58371693,304.73438,2007,-0.2884824328806098,270.57297,2.7,0.34,-8.37,-57.9994607,-13.335209,-84.816444
47.54260867,7.58371693,304.73438,2008,0.2386727660059501,274.82385,2.9,0.89,-10.4,-82.10126519,-13.264713,-84.32206
47.54260867,7.58371693,304.73438,2008,0.6994583270516471,274.47092,4.4,0.73,-8.5,-62.00643014,-11.502323,-71.96244
47.54260867,7.58371693,304.73438,2008,0.9562348265919056,277.44467,2.4,0.08,-7.88,-58.24612426,-11.387768,-71.159065
47.54260867,7.58371693,304.73438,2008,0.9721181966290613,279.4423,1.1,-1.07,-10.73,-81.57874164,-10.92514,-67.914665
47.54260867,7.58371693,304.73438,2008,0.7295575540864875,283.20355,-0.1,-1.73,-6.26,-47.19478668,-9.268494,-56.296623
47.54260867,7.58371693,304.73438,2008,0.2802306751992159,285.68536,1.0,-1.39,-6.51,-47.19496585,-7.431202,-43.41172
47.54260867,7.58371693,304.73438,2008,-0.23030567023061196,292.66156,0.5,-1.27,-4.36,-26.28930766,-6.8165684,-39.101303
47.54260867,7.58371693,304.73438,2008,-0.6932812268869771,291.2346,1.7,-1.16,-4.6,-29.45637813,-6.739464,-38.56057
47.54260867,7.58371693,304.73438,2008,-0.9634705485641486,287.47824,2.0,1.02,-8.79,-61.24115279,-8.977699,-54.257286
47.54260867,7.58371693,304.73438,2008,-0.970063921851507,281.09518,2.1,-0.04,-12.8,-91.96888229,-9.541664,-58.212364
47.54260867,7.58371693,304.73438,2008,-0.7116566222817751,283.60846,2.2,-0.32,-12.09,-89.88374997,-11.171875,-69.64501
47.54260867,7.58371693,304.73438,2008,-0.27195815753410524,281.56534,2.4,-0.28,-17.57,-134.4502205,-10.462513,-64.670265
47.54260867,7.58371693,304.73438,2009,0.2386727660059501,273.00406,1.8,-0.01,-10.26,-78.8,-14.771557,-94.889534
47.54260867,7.58371693,304.73438,2009,0.6994583270516471,274.93643,3.1,0.06,-13.21,-99.3,-12.277775,-77.40067
47.54260867,7.58371693,304.73438,2009,0.9510565162951535,279.04745,0.7,0.57,-11.63,-84.9,-10.638752,-65.90623
47.54260867,7.58371693,304.73438,2009,0.9760105506323683,282.61984,1.3,-0.2,-6.23,-47.0,-11.101379,-69.15063
47.54260867,7.58371693,304.73438,2009,0.741222010848596,285.68463,-0.2,1.68,-4.26,-27.1,-8.259525,-49.22074
47.54260867,7.58371693,304.73438,2009,0.29671281927349075,292.5345,0.2,-1.21,-5.9,-44.9,-7.3298645,-42.701042
47.54260867,7.58371693,304.73438,2009,-0.2135209154397959,294.64438,0.4,-2.15,-4.42,-25.9,-6.849613,-39.333046
47.54260867,7.58371693,304.73438,2009,-0.680773409477016,290.16885,-0.3,-0.19,-6.51,-44.1,-7.03907,-40.661705
47.54260867,7.58371693,304.73438,2009,-0.9587178169872964,293.65814,0.5,1.51,-5.48,-34.6,-8.57235,-51.414574
47.54260867,7.58371693,304.73438,2009,-0.9741004551724206,280.7311,-2.0,-1.03,-7.89,-55.9,-9.691467,-59.26293
47.54260867,7.58371693,304.73438,2009,-0.7236440382959123,277.01514,-1.0,-0.02,-13.82,-102.4,-13.273525,-84.38386
47.54260867,7.58371693,304.73438,2009,-0.2884824328806098,276.80103,-1.2,-1.93,-12.32,-90.3,-14.568882,-93.46818
47.54260867,7.58371693,304.73438,2010,0.2386727660059501,269.0238,-1.8,-1.11,-15.69,-117.4,-15.520573,-100.14237
47.54260867,7.58371693,304.73438,2010,0.6994583270516471,279.15158,-2.4,-1.98,-12.81,-99.3,-12.903423,-81.78834
47.54260867,7.58371693,304.73438,2010,0.9510565162951535,271.09546,-1.1,-0.88,-12.5,-93.0,-11.837177,-74.31077
47.54260867,7.58371693,304.73438,2010,0.9760105506323683,281.8738,2.0,-0.72,-8.52,-58.8,-11.000042,-68.43995
47.54260867,7.58371693,304.73438,2010,0.741222010848596,286.53043,1.5,-1.49,-8.21,-58.2,-8.854332,-53.392113
47.54260867,7.58371693,304.73438,2010,0.29671281927349075,293.40024,0.6,-0.82,-8.71,-61.9,-7.3034286,-42.515648
47.54260867,7.58371693,304.73438,2010,-0.2135209154397959,289.93668,3.0,-0.42,-5.8,-40.2,-6.7636967,-38.730515
47.54260867,7.58371693,304.73438,2010,-0.680773409477016,286.29962,3.0,-1.22,-8.4,-60.2,-8.325615,-49.684227
47.54260867,7.58371693,304.73438,2010,-0.9587178169872964,290.54236,3.7,-0.79,-7.12,-48.8,-9.043789,-54.72077
47.54260867,7.58371693,304.73438,2010,-0.9741004551724206,285.28217,2.9,-0.93,-10.1,-72.0,-9.960232,-61.147774
47.54260867,7.58371693,304.73438,2010,-0.7236440382959123,279.07886,2.1,-1.62,-15.21,-112.6,-15.670376,-101.19294
47.54260867,7.58371693,304.73438,2010,-0.2884824328806098,276.81036,4.8,-1.85,-14.44,-105.9,-16.45464,-106.69297
47.54260867,7.58371693,304.73438,2011,0.2386727660059501,279.7453,3.8,-0.88,-10.25,-76.7,-9.563694,-58.36686
47.54260867,7.58371693,304.73438,2011,0.6994583270516471,277.4473,4.5,0.7,-12.45,-92.0,-10.735683,-66.586006
47.54260867,7.58371693,304.73438,2011,0.9510565162951535,276.94107,4.2,0.61,-9.17,-69.4,-9.770775,-59.819115
47.54260867,7.58371693,304.73438,2011,0.9760105506323683,282.91943,3.1,2.48,-5.43,-37.3,-8.360863,-49.93142
47.54260867,7.58371693,304.73438,2011,0.741222010848596,282.51248,0.6,-0.06,-5.61,-36.5,-8.620815,-51.754463
47.54260867,7.58371693,304.73438,2011,0.29671281927349075,290.45352,0.4,-1.28,-5.81,-38.2,-7.3474884,-42.82464
47.54260867,7.58371693,304.73438,2011,-0.2135209154397959,285.43524,1.6,-1.51,-6.6,-42.1,-7.0126343,-40.47631
47.54260867,7.58371693,304.73438,2011,-0.680773409477016,294.61743,0.7,-1.35,-5.64,-39.6,-6.561022,-37.30916
47.54260867,7.58371693,304.73438,2011,-0.9587178169872964,284.4807,1.7,0.54,-5.39,-34.7,-9.440327,-57.501686
47.54260867,7.58371693,304.73438,2011,-0.9741004551724206,279.6588,1.2,0.39,-9.76,-69.2,-9.700279,-59.32473
47.54260867,7.58371693,304.73438,2011,-0.2884824328806098,274.69153,4.1,2.52,-9.34,-65.6,-11.119003,-69.27422
47.54260867,7.58371693,304.73438,2012,0.2386727660059501,278.16486,1.8,1.17,-10.04,-70.4,-11.555195,-72.33323
47.54260867,7.58371693,304.73438,2012,0.6994583270516471,275.4526,0.8,0.42,-15.68,-117.5,-11.819553,-74.18717
47.54260867,7.58371693,304.73438,2012,0.9562348265919056,278.16702,1.2,1.27,-9.38,-68.4,-9.819241,-60.159004
47.54260867,7.58371693,304.73438,2012,0.9721181966290613,283.52618,-0.4,0.47,-8.08,-56.7,-10.255432,-63.21801
47.54260867,7.58371693,304.73438,2012,0.7295575540864875,288.38907,0.1,-0.91,-6.23,-44.0,-8.664875,-52.063454
47.54260867,7.58371693,304.73438,2012,0.2802306751992159,287.7204,-0.7,-2.53,-6.6,-46.2,-8.303585,-49.52973
47.54260867,7.58371693,304.73438,2012,-0.23030567023061196,295.00336,-0.1,-1.32,-5.32,-32.6,-6.8363953,-39.24035
47.54260867,7.58371693,304.73438,2012,-0.6932812268869771,293.85825,-0.3,-0.98,-5.84,-37.5,-6.7636967,-38.730515
47.54260867,7.58371693,304.73438,2012,-0.9634705485641486,290.492,0.4,-0.59,-5.62,-37.2,-9.017353,-54.535378
47.54260867,7.58371693,304.73438,2012,-0.970063921851507,282.7762,0.5,-2.06,-10.79,-77.4,-10.581474,-65.50454
47.54260867,7.58371693,304.73438,2012,-0.7116566222817751,278.44324,0.4,-0.58,-12.91,-96.4,-13.247089,-84.19846
47.54260867,7.58371693,304.73438,2013,0.2386727660059501,273.96695,-0.1,0.35,-13.28,-99.0,-14.621754,-93.83897
47.54260867,7.58371693,304.73438,2013,0.6994583270516471,273.27716,-0.4,-0.45,-13.94,-101.5,-14.383831,-92.17042
47.54260867,7.58371693,304.73438,2013,0.9510565162951535,280.58615,2.5,-1.61,-13.26,-97.4,-14.031353,-89.698494
47.54260867,7.58371693,304.73438,2013,0.9760105506323683,277.658,0.4,0.69,-8.88,-64.1,-10.784149,-66.925896
47.54260867,7.58371693,304.73438,2013,0.741222010848596,288.3504,1.3,0.57,-9.26,-67.8,-8.532696,-51.136482
47.54260867,7.58371693,304.73438,2013,0.29671281927349075,288.8097,2.0,0.52,-7.45,-50.8,-7.5193214,-44.0297
47.54260867,7.58371693,304.73438,2013,-0.2135209154397959,289.23734,1.3,0.67,-6.98,-49.4,-6.9685745,-40.16732
47.54260867,7.58371693,304.73438,2013,-0.680773409477016,289.8206,0.3,0.97,-5.54,-34.8,-7.1492195,-41.43418
47.54260867,7.58371693,304.73438,2013,-0.9587178169872964,291.52792,0.5,0.24,-6.81,-43.0,-8.863144,-53.45391
47.54260867,7.58371693,304.73438,2013,-0.9741004551724206,284.88974,-0.1,-1.28,-8.19,-59.0,-9.911766,-60.807884
47.54260867,7.58371693,304.73438,2013,-0.7236440382959123,277.7871,1.2,0.9,-13.15,-96.3,-10.656376,-66.02982
47.54260867,7.58371693,304.73438,2013,-0.2884824328806098,269.7188,0.1,0.95,-17.77,-137.7,-14.736309,-94.64234
47.54260867,7.58371693,304.73438,2014,0.2386727660059501,277.30194,2.4,0.29,-11.27,-85.7,-13.141346,-83.45689
47.54260867,7.58371693,304.73438,2014,0.6994583270516471,277.9644,0.1,1.34,-11.26,-82.7,-10.656376,-66.02982
47.54260867,7.58371693,304.73438,2014,0.9510565162951535,276.55295,-1.5,0.8,-9.36,-71.0,-10.638752,-65.90623
47.54260867,7.58371693,304.73438,2014,0.9760105506323683,280.60248,1.3,0.31,-8.42,-65.1,-10.819397,-67.17309
47.54260867,7.58371693,304.73438,2014,0.741222010848596,289.46414,0.9,-0.92,-7.08,-49.1,-8.700123,-52.310646
47.54260867,7.58371693,304.73438,2014,0.29671281927349075,295.60117,0.3,-0.97,-4.38,-24.7,-7.3034286,-42.515648
47.54260867,7.58371693,304.73438,2014,-0.2135209154397959,295.3235,-0.3,0.18,-7.23,-50.2,-6.9377327,-39.951027
47.54260867,7.58371693,304.73438,2014,-0.680773409477016,296.42154,-1.2,-1.68,-5.16,-37.1,-7.241745,-42.08306
47.54260867,7.58371693,304.73438,2014,-0.9587178169872964,288.2997,-1.2,1.62,-7.54,-51.5,-8.012791,-47.490395
47.54260867,7.58371693,304.73438,2014,-0.9741004551724206,285.54843,-1.0,-1.27,-6.14,-39.7,-9.576912,-58.459557
47.54260867,7.58371693,304.73438,2014,-0.7236440382959123,280.39014,-1.5,0.68,-18.94,-143.9,-12.718372,-80.49058
47.54260867,7.58371693,304.73438,2014,-0.2884824328806098,276.2039,-0.9,1.86,-12.78,-92.6,-13.899174,-88.77152
47.54260867,7.58371693,304.73438,2015,0.2386727660059501,276.15723,-1.4,1.79,-13.96,-103.8,-14.524822,-93.15919
47.54260867,7.58371693,304.73438,2015,0.6994583270516471,268.2487,0.4,1.32,-12.02,-92.5,-14.163532,-90.625465
47.54260867,7.58371693,304.73438,2015,0.9510565162951535,281.7189,-1.2,1.45,-8.85,-68.0,-10.136471,-62.383736
47.54260867,7.58371693,304.73438,2015,0.9760105506323683,282.2176,-0.1,0.73,-10.12,-75.1,-9.898548,-60.715187
47.54260867,7.58371693,304.73438,2015,0.741222010848596,288.22043,-1.2,0.15,-9.68,-72.3,-8.4622,-50.642097
47.54260867,7.58371693,304.73438,2015,0.29671281927349075,288.31238,-0.9,-0.07,-6.6,-44.3,-7.232933,-42.021263
47.54260867,7.58371693,304.73438,2015,-0.2135209154397959,293.95563,-1.9,-3.18,-3.4,-26.4,-5.6076612,-33.53202
47.54260867,7.58371693,304.73438,2015,-0.680773409477016,294.4896,-2.4,-0.76,-4.55,-30.0,-9.1186905,-55.246056
47.54260867,7.58371693,304.73438,2015,-0.9587178169872964,287.99283,-2.7,-0.65,-8.48,-62.9,-9.259682,-56.234825
47.54260867,7.58371693,304.73438,2015,-0.9741004551724206,283.72903,-2.8,0.44,-10.96,-79.1,-8.660469,-52.032555
47.54260867,7.58371693,304.73438,2015,-0.7236440382959123,280.1683,-0.8,1.74,-12.41,-93.4,-12.832928,-81.29395
47.54260867,7.58371693,304.73438,2015,-0.2884824328806098,278.19882,-0.9,2.24,-7.68,-53.2,-13.529072,-86.176
47.54260867,7.58371693,304.73438,2016,0.2386727660059501,275.55386,-3.6,0.12,-14.0,-105.2,-14.6570015,-94.08616
47.54260867,7.58371693,304.73438,2016,0.6994583270516471,268.42368,-3.2,1.58,-11.95,-87.3,-13.987293,-89.3895
47.54260867,7.58371693,304.73438,2016,0.9562348265919056,279.95047,-0.1,0.73,-12.39,-95.3,-10.449295,-64.57757
47.54260867,7.58371693,304.73438,2016,0.9721181966290613,281.7651,-2.0,0.38,-8.98,-61.1,-10.9075165,-67.79107
47.54260867,7.58371693,304.73438,2016,0.7295575540864875,288.55487,0.7,-0.77,-8.58,-60.4,-8.647251,-51.939857
47.54260867,7.58371693,304.73438,2016,0.2802306751992159,293.4224,1.1,-0.43,-8.78,-65.1,-7.2946167,-42.45385
47.54260867,7.58371693,304.73438,2016,-0.23030567023061196,292.4771,0.7,-1.76,-4.3,-27.7,-6.7923355,-38.93136
47.54260867,7.58371693,304.73438,2016,-0.6932812268869771,290.64362,1.2,-1.65,-5.1,-30.8,-6.8363953,-39.24035
47.54260867,7.58371693,304.73438,2016,-0.9634705485641486,287.7862,2.0,0.61,-8.52,-58.2,-9.057007,-54.81347
47.54260867,7.58371693,304.73438,2016,-0.970063921851507,280.75803,-0.4,0.41,-8.74,-59.1,-9.1186905,-55.246056
47.54260867,7.58371693,304.73438,2016,-0.7116566222817751,276.4327,-0.2,-0.16,-10.19,-71.1,-13.537884,-86.2378
47.54260867,7.58371693,304.73438,2016,-0.27195815753410524,273.04892,0.5,0.48,-8.56,-60.4,-13.211842,-83.95127
47.54260867,7.58371693,304.73438,2018,0.2386727660059501,275.19965,1.8,1.44,-8.8,-62.8,-11.98698,-75.361336
47.54260867,7.58371693,304.73438,2018,-0.2884824328806098,271.19095,1.7,0.61,-9.0,-64.5,-12.489262,-78.88383
47.54260867,7.58371693,304.73438,2019,0.2386727660059501,276.47696,-0.1,0.59,-9.85,-68.46,-12.656689,-80.05799
47.54260867,7.58371693,304.73438,2019,0.6994583270516471,277.14084,-2.3,0.29,-15.46,-118.68,-12.70956,-80.42878
47.54260867,7.58371693,304.73438,2020,-0.23030567023061196,293.53864,0.7,-1.23,-3.66,-25.74,-6.7482758,-38.622368
