Lat,Lon,Alt,Year,JulianDay_Sin,KPN_A,KPN_B,KPN_C,KPN_D,KPN_E,Temp,Precip,ENSO,NAO,O18,H2,O18 P,H2 P
52.3,104.2833333,427.25,2017,0.6994583270516471,0,0,0,1,0,260.36813,0.0,-0.1,1.0,-25.9,-194.9,-21.182865,-155.98854
47.54260867,7.58371693,304.73438,2004,0.2386727660059501,0,0,1,0,0,274.69434,0.0,-2.2,-0.29,-11.9,-88.50962751,-13.198856,-93.222916
47.54260867,7.58371693,304.73438,2004,0.6994583270516471,0,0,1,0,0,276.20032,0.0,2.0,-0.14,-9.88,-66.74413536,-12.171787,-85.1487
47.54260867,7.58371693,304.73438,2004,0.9562348265919056,0,0,1,0,0,279.2048,0.0,0.7,1.02,-9.69,-71.5587575,-9.473309,-63.934826
47.54260867,7.58371693,304.73438,2004,0.9721181966290613,0,0,1,0,0,284.02167,0.0001690366,-1.5,1.15,-6.1,-40.66799847,-8.252453,-54.33717
47.54260867,7.58371693,304.73438,2004,0.7295575540864875,0,0,1,0,0,288.99155,3.2743297e-05,1.7,0.19,-7.01,-50.25006643,-7.1357574,-45.55836
47.54260867,7.58371693,304.73438,2004,0.2802306751992159,0,0,1,0,0,283.889,0.00010311205,-1.4,-0.89,-7.21,-53.83051048,-8.712696,-57.955334
47.54260867,7.58371693,304.73438,2004,-0.23030567023061196,0,0,1,0,0,294.9553,0.00014510812,-0.8,1.13,-5.49,-34.72560691,-6.1668243,-37.941174
47.54260867,7.58371693,304.73438,2004,-0.6932812268869771,0,0,1,0,0,292.1178,0.0,-0.5,-0.48,-4.8,-31.50057387,-6.7070045,-42.187756
47.54260867,7.58371693,304.73438,2004,-0.9634705485641486,0,0,1,0,0,289.50723,0.0,-0.6,0.38,-4.92,-31.38678091,-7.140602,-45.596447
47.54260867,7.58371693,304.73438,2004,-0.970063921851507,0,0,1,0,0,282.97815,7.0730985e-06,-0.1,-1.1,-10.75,-76.42100974,-8.756298,-58.298107
47.54260867,7.58371693,304.73438,2004,-0.7116566222817751,0,0,1,0,0,282.98523,0.0,-1.1,0.73,-10.49,-75.39648751,-9.59927,-64.925064
47.54260867,7.58371693,304.73438,2004,-0.27195815753410524,0,0,1,0,0,279.3189,3.385527e-05,-1.3,1.21,-13.22,-98.71358212,-11.26099,-77.98854
47.54260867,7.58371693,304.73438,2005,0.2386727660059501,0,0,1,0,0,279.46838,0.00014786229,0.6,1.52,-6.66,-42.77138547,-10.345348,-70.7903
47.54260867,7.58371693,304.73438,2005,0.6994583270516471,0,0,1,0,0,280.56467,3.187112e-05,-5.2,-0.06,-15.78,-115.1328526,-10.432552,-71.475845
47.54260867,7.58371693,304.73438,2005,0.9510565162951535,0,0,1,0,0,280.88824,3.2876374e-05,0.5,-1.83,-8.02,-59.70485452,-9.725231,-65.9153
47.54260867,7.58371693,304.73438,2005,0.9760105506323683,0,0,1,0,0,288.3,0.0,-1.0,-0.3,-8.51,-58.19910378,-7.53302,-48.681408
47.54260867,7.58371693,304.73438,2005,0.741222010848596,0,0,1,0,0,293.8865,0.0,-1.3,-1.25,-6.95,-48.05079866,-6.2273827,-38.417248
47.54260867,7.58371693,304.73438,2005,0.29671281927349075,0,0,1,0,0,293.25107,0.0,0.7,-0.05,-5.24,-32.64544918,-6.128067,-37.636486
47.54260867,7.58371693,304.73438,2005,-0.2135209154397959,0,0,1,0,0,290.88892,0.0,0.3,-0.51,-5.67,-37.45673818,-6.682781,-41.997326
47.54260867,7.58371693,304.73438,2005,-0.680773409477016,0,0,1,0,0,295.45166,0.0,-0.6,0.37,-6.33,-43.03745941,-6.113533,-37.52223
47.54260867,7.58371693,304.73438,2005,-0.9587178169872964,0,0,1,0,0,284.0055,8.993772e-05,0.6,0.63,-9.610421834,-68.63931346,-8.0732,-52.92799
47.54260867,7.58371693,304.73438,2005,-0.9741004551724206,0,0,1,0,0,294.28342,0.0,2.0,-0.98,-6.38,-42.73606861,-7.162403,-45.767834
47.54260867,7.58371693,304.73438,2005,-0.7236440382959123,0,0,1,0,0,278.78088,4.1183062e-05,-0.3,-0.31,-14.2,-103.3116898,-11.348194,-78.67409
47.54260867,7.58371693,304.73438,2005,-0.2884824328806098,0,0,1,0,0,278.93994,8.7477296e-05,-0.0,-0.44,-10.79,-78.0619552,-11.425709,-79.28346
47.54260867,7.58371693,304.73438,2006,0.2386727660059501,0,0,1,0,0,278.52188,7.0151014e-05,2.7,1.27,-10.39,-75.03694923,-10.10796,-68.92409
47.54260867,7.58371693,304.73438,2006,0.6994583270516471,0,0,1,0,0,275.58633,3.0768017e-05,0.2,-0.51,-11.52,-90.29273588,-12.079739,-84.425064
47.54260867,7.58371693,304.73438,2006,0.9510565162951535,0,0,1,0,0,285.73444,4.9994796e-05,2.9,-1.28,-11.23849183,-82.68571664,-8.499531,-56.279552
47.54260867,7.58371693,304.73438,2006,0.9760105506323683,0,0,1,0,0,281.24936,0.0,1.8,1.24,-10.61,-76.08191291,-8.7999,-58.64088
47.54260867,7.58371693,304.73438,2006,0.741222010848596,0,0,1,0,0,288.51483,0.00013877166,-0.8,-1.14,-8.47,-60.27743553,-7.5863113,-49.100353
47.54260867,7.58371693,304.73438,2006,0.29671281927349075,0,0,1,0,0,291.37796,7.102581e-05,-0.4,0.84,-4.08,-26.00399436,-6.3266983,-39.19801
47.54260867,7.58371693,304.73438,2006,-0.2135209154397959,0,0,1,0,0,285.97202,5.6691508e-05,-1.0,0.9,-3.64,-26.43863597,-7.5814667,-49.062267
47.54260867,7.58371693,304.73438,2006,-0.680773409477016,0,0,1,0,0,292.36548,3.7045822e-05,-1.7,-1.73,-8.43,-60.3623681,-6.8014755,-42.93043
47.54260867,7.58371693,304.73438,2006,-0.9587178169872964,0,0,1,0,0,292.78403,7.760747e-05,-1.0,-1.62,-7.78,-53.80678357,-7.503952,-48.452892
47.54260867,7.58371693,304.73438,2006,-0.9741004551724206,0,0,1,0,0,285.12756,0.00011052796,-2.1,-2.24,-6.51,-49.6066388,-8.669094,-57.61256
47.54260867,7.58371693,304.73438,2006,-0.7236440382959123,0,0,1,0,0,278.76965,0.0,0.1,0.44,-9.18,-67.40884533,-11.604961,-80.69264
47.54260867,7.58371693,304.73438,2006,-0.2884824328806098,0,0,1,0,0,273.5797,0.0,-0.5,1.34,-11.11,-83.72738599,-12.917866,-91.01393
47.54260867,7.58371693,304.73438,2007,0.2386727660059501,0,0,1,0,0,273.4394,0.0,-1.3,0.22,-12.87,-93.4449454,-13.654255,-96.80299
47.54260867,7.58371693,304.73438,2007,0.6994583270516471,0,0,1,0,0,278.91876,1.2150103e-05,-0.1,-0.47,-9.46,-71.36453487,-10.708698,-73.64674
47.54260867,7.58371693,304.73438,2007,0.9510565162951535,0,0,1,0,0,281.7634,2.0590902e-05,0.3,1.44,-12.11,-89.32212676,-8.698162,-57.841076
47.54260867,7.58371693,304.73438,2007,0.741222010848596,0,0,1,0,0,284.9263,3.0439389e-05,-0.2,0.66,-7.87,-56.86635214,-8.397793,-55.479748
47.54260867,7.58371693,304.73438,2007,0.29671281927349075,0,0,1,0,0,290.7206,0.0,0.9,-1.31,-6.28,-44.71481808,-6.8087425,-42.98756
47.54260867,7.58371693,304.73438,2007,-0.2135209154397959,0,0,1,0,0,294.66248,0.0,-0.5,-0.58,-6.05,-43.8169477,-6.091732,-37.35084
47.54260867,7.58371693,304.73438,2007,-0.680773409477016,0,0,1,0,0,287.81866,0.0,0.7,-0.14,-6.87,-44.13363048,-7.4869957,-48.31959
47.54260867,7.58371693,304.73438,2007,-0.9587178169872964,0,0,1,0,0,290.62912,0.0,0.3,0.72,-6.87,-44.13363048,-7.053398,-44.9109
47.54260867,7.58371693,304.73438,2007,-0.9741004551724206,0,0,1,0,0,282.2629,0.0,1.2,0.45,-8.99,-60.35032291,-8.320278,-54.870373
47.54260867,7.58371693,304.73438,2007,-0.7236440382959123,0,0,1,0,0,276.48398,5.4964064e-05,1.4,0.58,-10.78,-79.00926983,-11.832661,-82.48268
47.54260867,7.58371693,304.73438,2007,-0.2884824328806098,0,0,1,0,0,270.57297,0.0,2.7,0.34,-8.37,-57.9994607,-12.976002,-91.47096
47.54260867,7.58371693,304.73438,2008,0.2386727660059501,0,0,1,0,0,274.82385,0.0,2.9,0.89,-10.4,-82.10126519,-11.1398735,-77.03639
47.54260867,7.58371693,304.73438,2008,0.6994583270516471,0,0,1,0,0,274.47092,0.0,4.4,0.73,-8.5,-62.00643014,-10.829815,-74.59889
47.54260867,7.58371693,304.73438,2008,0.9562348265919056,0,0,1,0,0,277.44467,7.351558e-05,2.4,0.08,-7.88,-58.24612426,-10.24361,-69.99049
47.54260867,7.58371693,304.73438,2008,0.9721181966290613,0,0,1,0,0,279.4423,0.0,1.1,-1.07,-10.73,-81.57874164,-9.652561,-65.34401
47.54260867,7.58371693,304.73438,2008,0.7295575540864875,0,0,1,0,0,283.20355,8.474604e-05,-0.1,-1.73,-6.26,-47.19478668,-9.255299,-62.22096
47.54260867,7.58371693,304.73438,2008,0.2802306751992159,0,0,1,0,0,285.68536,0.0,1.0,-1.39,-6.51,-47.19496585,-8.422016,-55.670177
47.54260867,7.58371693,304.73438,2008,-0.23030567023061196,0,0,1,0,0,292.66156,3.541625e-05,0.5,-1.27,-4.36,-26.28930766,-6.614956,-41.464123
47.54260867,7.58371693,304.73438,2008,-0.6932812268869771,0,0,1,0,0,291.2346,7.561996e-05,1.7,-1.16,-4.6,-29.45637813,-7.3707237,-47.40553
47.54260867,7.58371693,304.73438,2008,-0.9634705485641486,0,0,1,0,0,287.47824,0.0,2.0,1.02,-8.79,-61.24115279,-7.4724617,-48.205334
47.54260867,7.58371693,304.73438,2008,-0.970063921851507,0,0,1,0,0,281.09518,0.0,2.1,-0.04,-12.8,-91.96888229,-8.460773,-55.974865
47.54260867,7.58371693,304.73438,2008,-0.7116566222817751,0,0,1,0,0,283.60846,0.0001147301,2.2,-0.32,-12.09,-89.88374997,-9.250454,-62.182873
47.54260867,7.58371693,304.73438,2008,-0.27195815753410524,0,0,1,0,0,281.56534,2.1500717e-05,2.4,-0.28,-17.57,-134.4502205,-9.826969,-66.7151
47.54260867,7.58371693,304.73438,2009,0.2386727660059501,0,0,1,0,0,273.00406,0.0,1.8,-0.01,-10.26,-78.8,-13.363575,-94.51784
47.54260867,7.58371693,304.73438,2009,0.6994583270516471,0,0,1,0,0,274.93643,6.977101e-05,3.1,0.06,-13.21,-99.3,-12.2057,-85.4153
47.54260867,7.58371693,304.73438,2009,0.9510565162951535,0,0,1,0,0,279.04745,0.0,0.7,0.57,-11.63,-84.9,-9.856037,-66.94362
47.54260867,7.58371693,304.73438,2009,0.9760105506323683,0,0,1,0,0,282.61984,0.0,1.3,-0.2,-6.23,-47.0,-8.528599,-56.508068
47.54260867,7.58371693,304.73438,2009,0.741222010848596,0,0,1,0,0,285.68463,2.9940291e-05,-0.2,1.68,-4.26,-27.1,-7.3561897,-47.29127
47.54260867,7.58371693,304.73438,2009,0.29671281927349075,0,0,1,0,0,292.5345,8.838454e-05,0.2,-1.21,-5.9,-44.9,-6.5083733,-40.626232
47.54260867,7.58371693,304.73438,2009,-0.2135209154397959,0,0,1,0,0,294.64438,0.0,0.4,-2.15,-4.42,-25.9,-6.258873,-38.664806
47.54260867,7.58371693,304.73438,2009,-0.680773409477016,0,0,1,0,0,290.16885,0.0001388321,-0.3,-0.19,-6.51,-44.1,-7.1575584,-45.729748
47.54260867,7.58371693,304.73438,2009,-0.9587178169872964,0,0,1,0,0,293.65814,0.0,0.5,1.51,-5.48,-34.6,-6.726383,-42.3401
47.54260867,7.58371693,304.73438,2009,-0.9741004551724206,0,0,1,0,0,280.7311,7.531765e-05,-2.0,-1.03,-7.89,-55.9,-8.921017,-59.59303
47.54260867,7.58371693,304.73438,2009,-0.7236440382959123,0,0,1,0,0,277.01514,5.270402e-05,-1.0,-0.02,-13.82,-102.4,-12.375263,-86.74831
47.54260867,7.58371693,304.73438,2009,-0.2884824328806098,0,0,1,0,0,276.80103,0.00015930833,-1.2,-1.93,-12.32,-90.3,-13.024448,-91.85182
47.54260867,7.58371693,304.73438,2010,0.2386727660059501,0,0,1,0,0,269.0238,0.0,-1.8,-1.11,-15.69,-117.4,-14.380955,-102.515884
47.54260867,7.58371693,304.73438,2010,0.6994583270516471,0,0,1,0,0,279.15158,8.406297e-06,-2.4,-1.98,-12.81,-99.3,-11.101116,-76.731705
47.54260867,7.58371693,304.73438,2010,0.9510565162951535,0,0,1,0,0,271.09546,3.4507124e-05,-1.1,-0.88,-12.5,-93.0,-11.483845,-79.74049
47.54260867,7.58371693,304.73438,2010,0.9760105506323683,0,0,1,0,0,281.8738,0.0,2.0,-0.72,-8.52,-58.8,-8.751453,-58.26002
47.54260867,7.58371693,304.73438,2010,0.741222010848596,0,0,1,0,0,286.53043,7.359458e-05,1.5,-1.49,-8.21,-58.2,-8.494686,-56.241467
47.54260867,7.58371693,304.73438,2010,0.29671281927349075,0,0,1,0,0,293.40024,6.482423e-05,0.6,-0.82,-8.71,-61.9,-6.2976303,-38.969494
47.54260867,7.58371693,304.73438,2010,-0.2135209154397959,0,0,1,0,0,289.93668,2.9140785e-05,3.0,-0.42,-5.8,-40.2,-7.271408,-46.624767
47.54260867,7.58371693,304.73438,2010,-0.680773409477016,0,0,1,0,0,286.29962,3.2071577e-05,3.0,-1.22,-8.4,-60.2,-8.703007,-57.87916
47.54260867,7.58371693,304.73438,2010,-0.9587178169872964,0,0,1,0,0,290.54236,0.0,3.7,-0.79,-7.12,-48.8,-7.8067436,-50.833263
47.54260867,7.58371693,304.73438,2010,-0.9741004551724206,0,0,1,0,0,285.28217,0.0,2.9,-0.93,-10.1,-72.0,-8.533443,-56.546154
47.54260867,7.58371693,304.73438,2010,-0.7236440382959123,0,0,1,0,0,279.07886,0.0,2.1,-1.62,-15.21,-112.6,-11.585583,-80.5403
47.54260867,7.58371693,304.73438,2010,-0.2884824328806098,0,0,1,0,0,276.81036,0.00025984913,4.8,-1.85,-14.44,-105.9,-13.605808,-96.422134
47.54260867,7.58371693,304.73438,2011,0.2386727660059501,0,0,1,0,0,279.7453,2.486477e-05,3.8,-0.88,-10.25,-76.7,-10.684475,-73.456314
47.54260867,7.58371693,304.73438,2011,0.6994583270516471,0,0,1,0,0,277.4473,8.3853105e-05,4.5,0.7,-12.45,-92.0,-10.53429,-72.27565
47.54260867,7.58371693,304.73438,2011,0.9510565162951535,0,0,1,0,0,276.94107,0.0,4.2,0.61,-9.17,-69.4,-9.870571,-67.05788
47.54260867,7.58371693,304.73438,2011,0.9760105506323683,0,0,1,0,0,282.91943,4.2722277e-05,3.1,2.48,-5.43,-37.3,-7.5645103,-48.928967
47.54260867,7.58371693,304.73438,2011,0.741222010848596,0,0,1,0,0,282.51248,0.0,0.6,-0.06,-5.61,-36.5,-9.390949,-63.287365
47.54260867,7.58371693,304.73438,2011,0.29671281927349075,0,0,1,0,0,290.45352,0.0,0.4,-1.28,-5.81,-38.2,-6.8087425,-42.98756
47.54260867,7.58371693,304.73438,2011,-0.2135209154397959,0,0,1,0,0,285.43524,6.4256674e-05,1.6,-1.51,-6.6,-42.1,-8.601269,-57.079357
47.54260867,7.58371693,304.73438,2011,-0.680773409477016,0,0,1,0,0,294.61743,1.6929938e-05,0.7,-1.35,-5.64,-39.6,-6.593155,-41.292736
47.54260867,7.58371693,304.73438,2011,-0.9587178169872964,0,0,1,0,0,284.4807,0.0,1.7,0.54,-5.39,-34.7,-8.102268,-53.156506
47.54260867,7.58371693,304.73438,2011,-0.9741004551724206,0,0,1,0,0,279.6588,7.503225e-05,1.2,0.39,-9.76,-69.2,-8.630337,-57.307873
47.54260867,7.58371693,304.73438,2011,-0.2884824328806098,0,0,1,0,0,274.69153,4.7757974e-05,4.1,2.52,-9.34,-65.6,-10.267834,-70.18092
47.54260867,7.58371693,304.73438,2012,0.2386727660059501,0,0,1,0,0,278.16486,1.5386211e-05,1.8,1.17,-10.04,-70.4,-10.631184,-73.03737
47.54260867,7.58371693,304.73438,2012,0.6994583270516471,0,0,1,0,0,275.4526,8.9626206e-05,0.8,0.42,-15.68,-117.5,-12.273525,-85.9485
47.54260867,7.58371693,304.73438,2012,0.9562348265919056,0,0,1,0,0,278.16702,8.00684e-05,1.2,1.27,-9.38,-68.4,-9.313435,-62.67799
47.54260867,7.58371693,304.73438,2012,0.9721181966290613,0,0,1,0,0,283.52618,0.0,-0.4,0.47,-8.08,-56.7,-8.591579,-57.003185
47.54260867,7.58371693,304.73438,2012,0.7295575540864875,0,0,1,0,0,288.38907,6.8484514e-05,0.1,-0.91,-6.23,-44.0,-7.4409714,-47.957775
47.54260867,7.58371693,304.73438,2012,0.2802306751992159,0,0,1,0,0,287.7204,0.0,-0.7,-2.53,-6.6,-46.2,-7.206005,-46.110607
47.54260867,7.58371693,304.73438,2012,-0.23030567023061196,0,0,1,0,0,295.00336,0.0001529035,-0.1,-1.32,-5.32,-32.6,-6.4139023,-39.883556
47.54260867,7.58371693,304.73438,2012,-0.6932812268869771,0,0,1,0,0,293.85825,0.0,-0.3,-0.98,-5.84,-37.5,-6.542286,-40.892834
47.54260867,7.58371693,304.73438,2012,-0.9634705485641486,0,0,1,0,0,290.492,0.00016739006,0.4,-0.59,-5.62,-37.2,-7.787365,-50.68092
47.54260867,7.58371693,304.73438,2012,-0.970063921851507,0,0,1,0,0,282.7762,9.7890144e-05,0.5,-2.06,-10.79,-77.4,-9.202007,-61.802013
47.54260867,7.58371693,304.73438,2012,-0.7116566222817751,0,0,1,0,0,278.44324,1.5424253e-05,0.4,-0.58,-12.91,-96.4,-11.304592,-78.331314
47.54260867,7.58371693,304.73438,2013,0.2386727660059501,0,0,1,0,0,273.96695,0.0,-0.1,0.35,-13.28,-99.0,-13.489536,-95.50807
47.54260867,7.58371693,304.73438,2013,0.6994583270516471,0,0,1,0,0,273.27716,4.7669004e-05,-0.4,-0.45,-13.94,-101.5,-12.762836,-89.79518
47.54260867,7.58371693,304.73438,2013,0.9510565162951535,0,0,1,0,0,280.58615,0.000116469615,2.5,-1.61,-13.26,-97.4,-9.957775,-67.74342
47.54260867,7.58371693,304.73438,2013,0.9760105506323683,0,0,1,0,0,277.658,1.2173279e-05,0.4,0.69,-8.88,-64.1,-9.95293,-67.70534
47.54260867,7.58371693,304.73438,2013,0.741222010848596,0,0,1,0,0,288.3504,0.0,1.3,0.57,-9.26,-67.8,-7.16967,-45.824963
47.54260867,7.58371693,304.73438,2013,0.29671281927349075,0,0,1,0,0,288.8097,5.2768388e-05,2.0,0.52,-7.45,-50.8,-7.087311,-45.1775
47.54260867,7.58371693,304.73438,2013,-0.2135209154397959,0,0,1,0,0,289.23734,0.0,1.3,0.67,-6.98,-49.4,-6.92017,-43.863537
47.54260867,7.58371693,304.73438,2013,-0.680773409477016,0,0,1,0,0,289.8206,0.0,0.3,0.97,-5.54,-34.8,-6.8886795,-43.61598
47.54260867,7.58371693,304.73438,2013,-0.9587178169872964,0,0,1,0,0,291.52792,0.0,0.5,0.24,-6.81,-43.0,-7.111534,-45.36793
47.54260867,7.58371693,304.73438,2013,-0.9741004551724206,0,0,1,0,0,284.88974,0.0,-0.1,-1.28,-8.19,-59.0,-8.572201,-56.85084
